source_id,target_id,edge_type,notes
book:bol-https://www.researchgate.net/publication/46734907_chera_chola_pandya_using_archaeological_evidence_to_identify_the_tamil_kingdoms_of_early_historic_south_india,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
book:bol-https://www.researchgate.net/publication/46734907_chera_chola_pandya_using_archaeological_evidence_to_identify_the_tamil_kingdoms_of_early_historic_south_india,project:hindu-frameworks-of-education,supports_project,"Knowledge-system, Sanskrit, science, or education source for Hindu frameworks of education"
book:bol-https://www.researchgate.net/publication/46734907_chera_chola_pandya_using_archaeological_evidence_to_identify_the_tamil_kingdoms_of_early_historic_south_india,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
book:bol-https://www.academia.edu/38344745/semenenko_aleksandr_andreyevich_the_absence_of_the_sword_from_rigveda_and_atharvaveda_and_the_problem_of_indo_aryans_origin,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
book:bol-https://www.academia.edu/38344745/semenenko_aleksandr_andreyevich_the_absence_of_the_sword_from_rigveda_and_atharvaveda_and_the_problem_of_indo_aryans_origin,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
book:bol-https://www.academia.edu/40104001/demilitarizing_the_rigveda_a_scrutiny_of_vedic_horses_chariots_and_warfare,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
book:bol-https://www.academia.edu/40104001/demilitarizing_the_rigveda_a_scrutiny_of_vedic_horses_chariots_and_warfare,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
book:bol-https://doi.org/10.11588/ejvs.2001.3.830,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
book:bol-https://doi.org/10.11588/ejvs.2001.3.830,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
book:bol-https://www.academia.edu/43763287/a_timeline_of_ayodhya_nicole_elfi_and_michel_danino,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
book:bol-https://www.academia.edu/12539595/decipherment_of_indus_valley_seals_indus_valley_human_genetics,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
book:bol-https://www.academia.edu/12539595/decipherment_of_indus_valley_seals_indus_valley_human_genetics,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
book:bol-https://www.academia.edu/31811479/asura_and_its_derivatives_in_rigveda,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
book:bol-https://www.academia.edu/31811479/asura_and_its_derivatives_in_rigveda,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
book:bol-https://www.academia.edu/10168597/a_prehistoric_thoroughfare_between_the_ganges_and_the_himalayas,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
book:bol-https://www.academia.edu/10168597/a_prehistoric_thoroughfare_between_the_ganges_and_the_himalayas,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
book:bol-https://www.academia.edu/27879822/from_sarasvati_to_ganga,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
book:bol-https://www.academia.edu/27879822/from_sarasvati_to_ganga,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
book:bol-https://www.academia.edu/43472674/decipherment_of_indus_valley_script_and_rebuses,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
book:bol-https://www.academia.edu/43472674/decipherment_of_indus_valley_script_and_rebuses,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
book:bol-http://koenraadelst.blogspot.com/2019/05/astronomical-chronology-of-vedic.html,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
book:bol-http://koenraadelst.blogspot.com/2019/05/astronomical-chronology-of-vedic.html,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
book:bol-https://www.academia.edu/37026878/a_note_on_pie_and_nuclear_nostratic_nn_preliminary_report,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
book:bol-https://www.academia.edu/37026878/a_note_on_pie_and_nuclear_nostratic_nn_preliminary_report,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
book:bol-https://www.academia.edu/36998766/five_waves_of_indo_european_expansion_a_preliminary_model_2018_,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
book:bol-https://www.academia.edu/36998766/five_waves_of_indo_european_expansion_a_preliminary_model_2018_,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
book:bol-https://www.researchgate.net/publication/316664725_converging_views_on_asian_prehistory_from_different_windows_on_the_past,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
book:bol-https://www.researchgate.net/publication/316664725_converging_views_on_asian_prehistory_from_different_windows_on_the_past,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
book:bol-https://doi.org/10.1002/9781119055280.ch13,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
book:bol-https://doi.org/10.1002/9781119055280.ch13,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
book:bol-https://doi.org/10.1002/9781119055280.ch13,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
book:bol-http://nrs.harvard.edu/urn-3:hul.instrepos:9886300,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
book:bol-https://doi.org/10.11114/ijsss.v6i1.2809,question:practice-but-not-proven,addresses,"Knowledge-system, Sanskrit, science, or practice text relevant to what Hindus know through tradition and use"
book:bol-https://doi.org/10.11114/ijsss.v6i1.2809,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
book:bol-https://doi.org/10.11114/ijsss.v6i1.2809,project:hindu-frameworks-of-education,supports_project,"Knowledge-system, Sanskrit, science, or education source for Hindu frameworks of education"
book:bol-https://doi.org/10.11114/ijsss.v6i1.2809,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
book:bol-https://doi.org/10.1371/journal.pone.0192299,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
book:bol-https://doi.org/10.1371/journal.pone.0192299,project:hindu-frameworks-of-education,supports_project,"Knowledge-system, Sanskrit, science, or education source for Hindu frameworks of education"
book:bol-https://doi.org/10.1371/journal.pone.0192299,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
book:bol-https://www.academia.edu/23253141/a_dravido_harappan_connection_the_issue_of_methodology,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
book:bol-https://www.academia.edu/23253141/a_dravido_harappan_connection_the_issue_of_methodology,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
book:bol-https://www.academia.edu/43690308/on_indian_historical_writing_the_case_of_the_va%e1%b9%83%c5%9b%c4%81val%c4%abs,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
book:bol-https://www.academia.edu/43690308/on_indian_historical_writing_the_case_of_the_va%e1%b9%83%c5%9b%c4%81val%c4%abs,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
book:bol-https://www.academia.edu/39599444/fabricating_evidence_in_support_of_the_aryan_invasion_migration_theory,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
book:bol-https://www.academia.edu/39599444/fabricating_evidence_in_support_of_the_aryan_invasion_migration_theory,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
book:bol-https://doi.org/10.1007/s12038-012-9256-9,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
book:bol-https://doi.org/10.1007/s12038-012-9256-9,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
book:bol-https://doi.org/10.1007/s12038-012-9256-9,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
book:bol-https://doi.org/10.1016/j.quaint.2016.09.018,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
book:bol-https://doi.org/10.1016/j.quaint.2016.09.018,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
book:bol-https://a-genetics.blogspot.com/2021/11/narasimhan-criticism-1.html,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
book:bol-https://a-genetics.blogspot.com/2021/11/narasimhan-criticism-1.html,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
book:bol-https://www.academia.edu/7683313/the_chronology_of_puranic_kings_and_rigvedic_rishis_in_comparison_with_the_phases_of_the_sindhu_sarasvati_civilization,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
book:bol-https://www.academia.edu/7683313/the_chronology_of_puranic_kings_and_rigvedic_rishis_in_comparison_with_the_phases_of_the_sindhu_sarasvati_civilization,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
book:bol-https://talageri.blogspot.com/2020/04/aryas-dasas-and-dasyus-in-rigveda.html,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
book:bol-https://talageri.blogspot.com/2020/04/aryas-dasas-and-dasyus-in-rigveda.html,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
book:bol-https://talageri.blogspot.com/2017/07/the-aryan-story-vs-true-aryan-history.html,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
book:bol-https://talageri.blogspot.com/2017/07/the-aryan-story-vs-true-aryan-history.html,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
book:bol-https://talageri.blogspot.com/2020/05/the-varsagira-battle-in-rigveda.html,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
book:bol-https://talageri.blogspot.com/2020/05/the-varsagira-battle-in-rigveda.html,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
book:bol-https://talageri.blogspot.com/2019/09/rakhigarhi-and-after.html,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
book:bol-https://talageri.blogspot.com/2019/09/rakhigarhi-and-after.html,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
book:bol-https://talageri.blogspot.com/2020/07/the-full-out-of-india-case-in-short.html,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
book:bol-https://talageri.blogspot.com/2020/07/the-full-out-of-india-case-in-short.html,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
book:bol-https://talageri.blogspot.com/2020/07/the-full-out-of-india-case-in-short.html,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
book:bol-https://doi.org/10.1017/9781108758666,question:practice-but-not-proven,addresses,"Knowledge-system, Sanskrit, science, or practice text relevant to what Hindus know through tradition and use"
book:bol-https://doi.org/10.1017/9781108758666,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
book:bol-https://doi.org/10.1017/9781108758666,project:hindu-frameworks-of-education,supports_project,"Knowledge-system, Sanskrit, science, or education source for Hindu frameworks of education"
book:bol-https://doi.org/10.1017/9781108758666,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
book:bol-https://doi.org/10.1017/9781108758666,project:interchanging-dynamics-of-hindu-family,supports_project,"Festival, family, household, or cultural-transmission material"
b1000:1,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:3,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:3,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:3,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:4,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:4,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:5,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:7,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:8,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:9,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:10,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:11,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:12,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:13,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:14,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:15,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:16,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:16,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:17,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:18,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:18,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:19,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:19,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:20,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:21,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:21,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:22,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:23,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:24,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:25,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:25,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:26,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:26,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:27,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:28,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:29,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:30,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:31,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:32,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:33,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:34,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:35,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:36,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:37,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:38,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:39,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:39,project:temples-of-madhya-pradesh,supports_project,Madhya Pradesh temple or sacred-geography material
b1000:40,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:41,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:42,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:42,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:43,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:43,question:hindu-renaissance,addresses,"Civilizational recovery, origins, or critique material relevant to Hindu renaissance"
b1000:44,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:45,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:46,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:47,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:48,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:49,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:50,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:51,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:51,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:51,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:52,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:52,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:52,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:53,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:53,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:53,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:54,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:54,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:54,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:55,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:55,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:55,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:56,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:56,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:56,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:57,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:57,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:57,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:58,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:59,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:60,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:60,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:60,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:61,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:61,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:61,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:62,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:63,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:63,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:63,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:64,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:64,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:64,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:65,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:66,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:66,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:66,question:modernity-and-hindu-values,addresses,"Modernity, technology, humanities, or civilizational-values material"
b1000:66,project:hindu-response-to-enlightenment,supports_project,"Modernity, Enlightenment, humanities, or Indology critique material"
b1000:66,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:67,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:67,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:67,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:68,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:68,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:68,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:69,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:69,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:69,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:70,question:being-indian,addresses,"Explicit Indian, Hindu, tradition, or civilizational identity material"
b1000:70,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:70,project:hindu-school-of-history,supports_project,"Historical, Itihasa, Vedic, origins, or archaeology material for Hindu historiography"
b1000:71,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:71,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:72,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:72,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:73,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:73,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
b1000:74,question:core-of-sanatana-dharma,addresses,"Classical Dharma, Veda, Yoga, Vedanta, or Darshana source for the core Sanatana Dharma question"
b1000:74,question:hindu-unity-and-diversity,addresses,"Itihasa, Purana, sectarian, festival, or living-tradition material for unity-in-diversity"
