id,title,id-slug,author,description,reading-path,section,subsection,link,preree,slug,domain,core-of-sanatana-dharma,being-indian,what-will-destroy,hindu-institution-generate,will-save-sanatana-dharma,modernity-and-hindu-values,hindu-unity-and-diversity,new-indian-republic,hindu-renaissance,practice-but-not-proven,hindu-frameworks-of-education,hindu-models-of-temple-management,interchanging-dynamics-of-hindu-family,structure-of-hindu-charity,temples-of-madhya-pradesh,battle-for-dharma-north-east,impact-of-conversion-kekadia,year-in-hajong-village,artist-in-art,hindu-response-to-enlightenment,hindu-school-of-history
527,The Ten Mahavidyas,527-the-ten-mahavidyas,David Kinsley,Kinsley's accessible scholarly study of the Ten Mahavidyas - wisdom-goddesses of tantric Shaktism and their iconographic theology.,12-divine-feminine,Shakta and Goddess Traditions,,In Copyright,the ten mahavidyas,the-ten-mahavidyas,festivals-and-living-tradition,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,,,,,TRUE,,TRUE,TRUE,,
528,Goddesses and Women in the Indic Religious Tradition,528-goddesses-and-women-in-the-indic-religious-tradition,Arvind Sharma (ed.),"Arvind Sharma's edited scholarly volume on women in Hindu tradition - academic essays on goddesses, women saints, and gender.",,Shakta and Goddess Traditions,,In Copyright,goddesses and women in the indic religious tradition,goddesses-and-women-in-the-indic-religious-tradition,festivals-and-living-tradition,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,,,,,TRUE,,TRUE,TRUE,,
529,The Goddess and the Devotee,529-the-goddess-and-the-devotee,June McDaniel,June McDaniel's scholarly study of Bengali goddess devotion - accessible academic treatment of Shakta bhakti and ritual practice.,,Shakta and Goddess Traditions,,In Copyright,the goddess and the devotee,the-goddess-and-the-devotee,festivals-and-living-tradition,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,,,,,TRUE,,TRUE,TRUE,,
530,"Offering Flowers, Feeding Skulls","530-offering-flowers,-feeding-skulls",June McDaniel,"McDaniel's scholarly study of Bengali folk Shakta worship - village traditions, possession, and offering in popular goddess religion.",,Shakta and Goddess Traditions,,In Copyright,"offering flowers, feeding skulls","offering-flowers,-feeding-skulls",festivals-and-living-tradition,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,,,,,TRUE,,TRUE,TRUE,,
531,The Madness of the Saints,531-the-madness-of-the-saints,June McDaniel,"McDaniel's classical scholarly study of Bengali ecstatic religion - divine madness, possession, and Shakta-Vaishnava bhakti.",,Shakta and Goddess Traditions,,In Copyright,the madness of the saints,the-madness-of-the-saints,festivals-and-living-tradition,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,,,,,TRUE,,TRUE,TRUE,,
532,The Lalita Sahasranama,532-the-lalita-sahasranama,R. Ananthakrishna Sastri,"Anantakrishna Sastri's translation of the Lalita Sahasranama - thousand names of the Goddess, central Sri Vidya devotional text.",,Shakta and Goddess Traditions,,https://archive.org/search?query=%22The%20Lalita%20Sahasranama%22%20R.%20Ananthakrishna%20Sastri,the lalita sahasranama,the-lalita-sahasranama,festivals-and-living-tradition,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,,,,,TRUE,,TRUE,TRUE,,
533,Saundarya Lahari,533-saundarya-lahari,Pandit S. Subrahmanya Sastri,Subrahmanya Sastri's translation and Sanskrit edition of Saundarya Lahari - Shankara's celebrated hymn to Lalita Tripurasundari.,,Shakta and Goddess Traditions,,https://archive.org/search?query=%22Saundarya%20Lahari%22%20Pandit%20S.%20Subrahmanya%20Sastri,saundarya lahari,saundarya-lahari,festivals-and-living-tradition,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,,,,,TRUE,,TRUE,TRUE,,
534,Soundarya Lahari,534-soundarya-lahari,Swami Tapasyananda,Tapasyananda's accessible Saundarya Lahari translation - Ramakrishna Mission edition of the great Goddess hymn attributed to Shankara.,,Shakta and Goddess Traditions,,https://archive.org/search?query=%22Soundarya%20Lahari%22%20Swami%20Tapasyananda,soundarya lahari,soundarya-lahari,festivals-and-living-tradition,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,,,,,TRUE,,TRUE,TRUE,,
535,Lalita Trishati,535-lalita-trishati,N. Krishnaswami Iyer,"N. Krishnaswami Iyer's translation of the Lalita Trishati - three hundred names of Lalita, companion Sri Vidya hymn to the Sahasranama.",,Shakta and Goddess Traditions,,https://archive.org/search?query=%22Lalita%20Trishati%22%20N.%20Krishnaswami%20Iyer,lalita trishati,lalita-trishati,festivals-and-living-tradition,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,,,,,TRUE,,TRUE,TRUE,,
536,The Mantra Mahodadhi of Mahidhara,536-the-mantra-mahodadhi-of-mahidhara,Ram Kumar Rai,Ram Kumar Rai's translation of the Mantra Mahodadhi - Mahidhara's encyclopedic compilation of tantric mantras and ritual procedures.,,Shakta and Goddess Traditions,,In Copyright,the mantra mahodadhi of mahidhara,the-mantra-mahodadhi-of-mahidhara,festivals-and-living-tradition,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,,,,,TRUE,,TRUE,TRUE,,
537,Sakti and Sakta,537-sakti-and-sakta,John Woodroffe (separate from earlier listing - full vol.),Woodroffe's full Sakti and Sakta - older but foundational Western academic study of Goddess theology in Hindu Tantra.,,Shakta and Goddess Traditions,,https://archive.org/search?query=%22Sakti%20and%20Sakta%22%20John%20Woodroffe,sakti and sakta,sakti-and-sakta,festivals-and-living-tradition,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,,,,,,TRUE,,TRUE,TRUE,,
538,Tirumantiram of Tirumular,538-tirumantiram-of-tirumular,B. Natarajan,Natarajan's three-volume Tirumantiram translation - Tirumular's foundational Tamil Shaiva-Siddha yogic-tantric scripture in Tirumurai.,,Saiva Traditions,,https://archive.org/details/Tirumular_Tirumandiram_Vol1,tirumantiram of tirumular,tirumantiram-of-tirumular,festivals-and-living-tradition,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,TRUE,,,TRUE,,,,TRUE,,
539,The Periya Puranam,539-the-periya-puranam,G. Vanmikanathan,"Vanmikanathan's translation of Sekkizhar's Periya Puranam - hagiography of 63 Nayanar Tamil Shaiva saints, foundational bhakti text.",,Saiva Traditions,,https://archive.org/details/Periyapuranam_Vanmikanathan,the periya puranam,the-periya-puranam,festivals-and-living-tradition,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,TRUE,,,TRUE,,,,TRUE,,
540,Manikkavachakar's Tiruvachakam,540-manikkavachakars-tiruvachakam,G. U. Pope,G. U. Pope's classical Tiruvachakam translation - Manikkavachakar's supreme Tamil Shaiva bhakti hymn-poem of divine longing.,,Saiva Traditions,,https://sacred-texts.com/hin/tiru/index.htm,manikkavachakar's tiruvachakam,manikkavachakars-tiruvachakam,festivals-and-living-tradition,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,TRUE,,,TRUE,,,,TRUE,,
541,The Saiva Siddhanta,541-the-saiva-siddhanta,Mariasusai Dhavamony (full),Mariasusai Dhavamony's full scholarly study of Tamil Saiva Siddhanta - comprehensive academic introduction to South Indian Shaivism.,,Saiva Traditions,,https://archive.org/search?query=%22The%20Saiva%20Siddhanta%22%20Mariasusai%20Dhavamony,the saiva siddhanta,the-saiva-siddhanta,festivals-and-living-tradition,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,TRUE,,,TRUE,,,,TRUE,,
542,Pasupata Sutras with Kaundinya's Commentary,542-pasupata-sutras-with-kaundinyas-commentary,Haripada Chakraborti,Haripada Chakraborti's translation of Pasupata Sutras with Kaundinya - earliest texts of the Pashupata Shaiva ascetic tradition.,,Saiva Traditions,,https://archive.org/search?query=%22Pasupata%20Sutras%20with%20Kaundinya%27s%20Commentary%22%20Haripada%20Chakraborti,pasupata sutras with kaundinya's commentary,pasupata-sutras-with-kaundinyas-commentary,festivals-and-living-tradition,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,TRUE,,,TRUE,,,,TRUE,,
543,The Pasupatas,543-the-pasupatas,Daniel Ingalls (essay collection inclusion),Daniel Ingalls's classical scholarly essay on the Pashupatas - early ascetic Shaiva tradition's distinctive religious sensibility.,,Saiva Traditions,,In Copyright,the pasupatas,the-pasupatas,festivals-and-living-tradition,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,TRUE,,,TRUE,,,,TRUE,,
544,Pasupata Saivism,544-pasupata-saivism,Minoru Hara,Minoru Hara's scholarly study of Pashupata Shaivism - definitive Japanese-tradition academic work on early Shaiva asceticism.,,Saiva Traditions,,In Copyright,pasupata saivism,pasupata-saivism,festivals-and-living-tradition,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,TRUE,,,TRUE,,,,TRUE,,
545,Saivism in the Diaspora,545-saivism-in-the-diaspora,Ron Geaves,Ron Geaves's scholarly study of Saivism in the global diaspora - Tamil Shaiva communities outside India in contemporary settings.,,Saiva Traditions,,In Copyright,saivism in the diaspora,saivism-in-the-diaspora,festivals-and-living-tradition,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,,,TRUE,,
546,The Religion of Manikkavacakar,546-the-religion-of-manikkavacakar,Glenn Yocum,Glenn Yocum's scholarly study of Manikkavachakar's religious world - Tamil Shaivism through the lens of its supreme bhakti poet.,,Saiva Traditions,,In Copyright,the religion of manikkavacakar,the-religion-of-manikkavacakar,festivals-and-living-tradition,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,TRUE,,,TRUE,,,,TRUE,,
547,Hymn-Songs of Manikkavacakar,547-hymn-songs-of-manikkavacakar,Glenn Yocum,Yocum's translations and study of Manikkavachakar's hymn-songs - Tiruvachakam's bhakti theology in scholarly English presentation.,,Saiva Traditions,,In Copyright,hymn-songs of manikkavacakar,hymn-songs-of-manikkavacakar,festivals-and-living-tradition,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,TRUE,,,TRUE,,,,TRUE,,
548,The Tantric Age,548-the-tantric-age,Alexis Sanderson (selected essays),Alexis Sanderson's collected essays on tantric Saiva traditions - definitive contemporary scholarship on Shaiva textual history.,,Saiva Traditions,,In Copyright,the tantric age,the-tantric-age,festivals-and-living-tradition,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,,,TRUE,,
549,The Saiva Religions among the Khmers,549-the-saiva-religions-among-the-khmers,Alexis Sanderson (essay collection),Sanderson's scholarly studies of Saivism's spread to Cambodia - historical reach of Indian Shaiva traditions across Asia.,,Saiva Traditions,,In Copyright,the saiva religions among the khmers,the-saiva-religions-among-the-khmers,festivals-and-living-tradition,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,TRUE,,,TRUE,,,,TRUE,,
550,The Lakulisa-Pasupata Movement,550-the-lakulisa-pasupata-movement,D. R. Bhandarkar,D. R. Bhandarkar's classical scholarly study of the Lakulisha-Pashupata movement - early Shaiva ascetic history in Indological frame.,,Saiva Traditions,,https://archive.org/search?query=%22The%20Lakulisa-Pasupata%20Movement%22%20D.%20R.%20Bhandarkar,the lakulisa-pasupata movement,the-lakulisa-pasupata-movement,festivals-and-living-tradition,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,TRUE,,,TRUE,,,,TRUE,,
551,Aghori,551-aghori,Robert E. Svoboda (autobiographical Aghora trilogy),Robert Svoboda's accessible Aghora - first volume of his autobiographical trilogy on his teacher Vimalananda and Aghora practice.,,Saiva Traditions,,In Copyright,aghori,aghori,festivals-and-living-tradition,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,TRUE,,,TRUE,,,,TRUE,,
552,Aghora II: Kundalini,552-aghora-ii-kundalini,Robert E. Svoboda,"Svoboda's Aghora II on Kundalini - second volume of the trilogy, Vimalananda on subtle body practice and tantric energetics.",,Saiva Traditions,,In Copyright,aghora ii: kundalini,aghora-ii-kundalini,festivals-and-living-tradition,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,TRUE,,,TRUE,,,,TRUE,,
553,Aghora III: The Law of Karma,553-aghora-iii-the-law-of-karma,Robert E. Svoboda,"Svoboda's Aghora III on the Law of Karma - final volume of the trilogy, Vimalananda's teachings on karmic mechanics.",,Saiva Traditions,,In Copyright,aghora iii: the law of karma,aghora-iii-the-law-of-karma,festivals-and-living-tradition,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,TRUE,,,TRUE,,,,TRUE,,
554,The Doctrine of the Mahesvara,554-the-doctrine-of-the-mahesvara,A. M. Pathak,A. M. Pathak's scholarly study of the Maheshvara doctrine - academic treatment of Shaiva theological traditions and their development.,,Saiva Traditions,,In Copyright,the doctrine of the mahesvara,the-doctrine-of-the-mahesvara,festivals-and-living-tradition,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,TRUE,,,TRUE,,,,TRUE,,
555,Indian Philosophy: A Critical Survey,555-indian-philosophy-a-critical-survey,Chandradhar Sharma,Chandradhar Sharma's classical Indian-authored critical survey of Indian philosophy - accessible textbook of all major darshanas.,,"Sanskrit Philosophy of Mind, Self, and Consciousness",,https://archive.org/search?query=%22Indian%20Philosophy%22%20Chandradhar%20Sharma,indian philosophy: a critical survey,indian-philosophy-a-critical-survey,language-and-sanskrit,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE
556,A Critical Survey of Indian Philosophy,556-a-critical-survey-of-indian-philosophy,Chandradhar Sharma,Sharma's earlier critical survey of Indian philosophy - useful older Indian-authored academic introduction to the field.,,"Sanskrit Philosophy of Mind, Self, and Consciousness",,https://archive.org/search?query=%22A%20Critical%20Survey%20of%20Indian%20Philosophy%22%20Chandradhar%20Sharma,a critical survey of indian philosophy,a-critical-survey-of-indian-philosophy,language-and-sanskrit,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE
557,A History of Indian Philosophy,557-a-history-of-indian-philosophy,Surendranath Dasgupta (5 vols),Surendranath Dasgupta's monumental five-volume History of Indian Philosophy - most comprehensive academic survey ever written.,,"Sanskrit Philosophy of Mind, Self, and Consciousness",,https://archive.org/details/historyofindianp01dasguoft,a history of indian philosophy,a-history-of-indian-philosophy,language-and-sanskrit,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE
558,Indian Philosophy,558-indian-philosophy,S. Radhakrishnan (2 vols),Radhakrishnan's classical two-volume Indian Philosophy - foundational Indian-authored survey shaping 20th-century philosophical reception.,,"Sanskrit Philosophy of Mind, Self, and Consciousness",,https://archive.org/details/IndianPhilosophyVol1Radhakrishnan,indian philosophy,indian-philosophy,language-and-sanskrit,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE
559,Indian Philosophical Analysis,559-indian-philosophical-analysis,"Karl H. Potter (Encyclopedia, multi-vol)",Karl Potter's monumental ongoing Encyclopedia of Indian Philosophies - definitive multi-volume academic reference work in the field.,,"Sanskrit Philosophy of Mind, Self, and Consciousness",,In Copyright,indian philosophical analysis,indian-philosophical-analysis,language-and-sanskrit,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE
560,Encyclopedia of Indian Philosophies,560-encyclopedia-of-indian-philosophies,"Karl H. Potter (ed., series)",Potter's edited continuing series - Bibliographic and analytical reference covering each Indian philosophical school comprehensively.,,"Sanskrit Philosophy of Mind, Self, and Consciousness",,In Copyright,encyclopedia of indian philosophies,encyclopedia-of-indian-philosophies,language-and-sanskrit,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE
561,The Philosophy of the Upanishads,561-the-philosophy-of-the-upanishads,Paul Deussen,Paul Deussen's classical 1906 Philosophy of the Upanishads - foundational German Indological study of Upanishadic thought.,,"Sanskrit Philosophy of Mind, Self, and Consciousness",,https://archive.org/details/philosophyofupan00deusuoft,the philosophy of the upanishads,the-philosophy-of-the-upanishads,language-and-sanskrit,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE
562,The System of the Vedanta,562-the-system-of-the-vedanta,Paul Deussen,Deussen's classical 1912 System of the Vedanta - foundational German academic study of Shankara's Advaita Vedanta.,,"Sanskrit Philosophy of Mind, Self, and Consciousness",,https://archive.org/details/cu31924093013005,the system of the vedanta,the-system-of-the-vedanta,language-and-sanskrit,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE
563,Philosophy of Hindu Sadhana,563-philosophy-of-hindu-sadhana,Nalini Kanta Brahma,"Nalini Kanta Brahma's scholarly study of Hindu spiritual practice - sadhana across traditions, Indian-authored academic work.",,"Sanskrit Philosophy of Mind, Self, and Consciousness",,In Copyright,philosophy of hindu sadhana,philosophy-of-hindu-sadhana,language-and-sanskrit,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE
564,The Conception of Rights in Ancient India,564-the-conception-of-rights-in-ancient-india,Adi Doctor,Adi Doctor's scholarly study of rights in ancient Indian thought - comparative philosophical treatment of premodern Indian polity.,,"Sanskrit Philosophy of Mind, Self, and Consciousness",,In Copyright,the conception of rights in ancient india,the-conception-of-rights-in-ancient-india,language-and-sanskrit,TRUE,,,,TRUE,TRUE,,TRUE,,TRUE,,,,,,,,,TRUE,TRUE,TRUE
565,Indian Philosophy: An Introduction to Hindu and Buddhist Thought,565-indian-philosophy-an-introduction-to-hindu-and-buddhist-thought,Richard King,Richard King's accessible academic introduction to Hindu and Buddhist philosophy - clear single-volume textbook for students.,,"Sanskrit Philosophy of Mind, Self, and Consciousness",,In Copyright,indian philosophy: an introduction to hindu and buddhist thought,indian-philosophy-an-introduction-to-hindu-and-buddhist-thought,language-and-sanskrit,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE
566,Early Advaita Vedanta and Buddhism,566-early-advaita-vedanta-and-buddhism,Richard King,King's scholarly study of early Advaita Vedanta and Buddhist Madhyamaka - Gaudapada's relationship to Buddhist thought.,,"Sanskrit Philosophy of Mind, Self, and Consciousness",,In Copyright,early advaita vedanta and buddhism,early-advaita-vedanta-and-buddhism,language-and-sanskrit,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE
567,Classical Indian Philosophy of Mind,567-classical-indian-philosophy-of-mind,Stephen Phillips,Stephen Phillips's broad academic study of classical Indian philosophy of mind - accessible scholarly entry to the field.,,"Sanskrit Philosophy of Mind, Self, and Consciousness",,In Copyright,classical indian philosophy of mind,classical-indian-philosophy-of-mind,language-and-sanskrit,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE
568,The Routledge Companion to Indian Philosophy,568-the-routledge-companion-to-indian-philosophy,Brian Black & Chakravarthi Ram-Prasad,Black and Ram-Prasad's edited Routledge Companion to Indian Philosophy - major contemporary scholarly reference volume.,,"Sanskrit Philosophy of Mind, Self, and Consciousness",,In Copyright,the routledge companion to indian philosophy,the-routledge-companion-to-indian-philosophy,language-and-sanskrit,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE
569,Indian Philosophy: A New Approach,569-indian-philosophy-a-new-approach,A. P. Mishra,A. P. Mishra's accessible Indian-authored introduction to Indian philosophy - useful textbook treatment of darshana studies.,,"Sanskrit Philosophy of Mind, Self, and Consciousness",,In Copyright,indian philosophy: a new approach,indian-philosophy-a-new-approach,language-and-sanskrit,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE
570,Six Systems of Hindu Philosophy,570-six-systems-of-hindu-philosophy,Max Müller,Max Müller's classical 1899 Six Systems of Hindu Philosophy - foundational older Indological survey of the six darshanas.,,"Sanskrit Philosophy of Mind, Self, and Consciousness",,https://archive.org/details/sixsystemsofhind00mlrich,six systems of hindu philosophy,six-systems-of-hindu-philosophy,language-and-sanskrit,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE
571,The Six Systems of Indian Philosophy,571-the-six-systems-of-indian-philosophy,Surendranath Dasgupta,Dasgupta's accessible compact survey of the six darshanas - useful single-volume Indian-authored introduction to the systems.,,"Sanskrit Philosophy of Mind, Self, and Consciousness",,https://archive.org/search?query=%22The%20Six%20Systems%20of%20Indian%20Philosophy%22%20Surendranath%20Dasgupta,the six systems of indian philosophy,the-six-systems-of-indian-philosophy,language-and-sanskrit,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE
572,Studies in the History of Indian Philosophy,572-studies-in-the-history-of-indian-philosophy,Debiprasad Chattopadhyaya (3 vols),Debiprasad Chattopadhyaya's three-volume Marxist-influenced studies in Indian philosophy - distinctive materialist Indian academic perspective.,,"Sanskrit Philosophy of Mind, Self, and Consciousness",,In Copyright,studies in the history of indian philosophy,studies-in-the-history-of-indian-philosophy,language-and-sanskrit,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE
573,Lokayata: A Study in Ancient Indian Materialism,573-lokayata-a-study-in-ancient-indian-materialism,Debiprasad Chattopadhyaya,Chattopadhyaya's classic Lokayata - Marxist-influenced study of ancient Indian materialism and Carvaka tradition.,,"Sanskrit Philosophy of Mind, Self, and Consciousness",,In Copyright,lokayata: a study in ancient indian materialism,lokayata-a-study-in-ancient-indian-materialism,language-and-sanskrit,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE
574,What is Living and What is Dead in Indian Philosophy,574-what-is-living-and-what-is-dead-in-indian-philosophy,Debiprasad Chattopadhyaya,Chattopadhyaya's controversial study reclaiming materialist threads in Indian philosophy - distinctive ideological reading of darshanas.,,"Sanskrit Philosophy of Mind, Self, and Consciousness",,In Copyright,what is living and what is dead in indian philosophy,what-is-living-and-what-is-dead-in-indian-philosophy,language-and-sanskrit,TRUE,,,,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,,TRUE,TRUE,TRUE
575,Indian Realism,575-indian-realism,Jadunath Sinha,Jadunath Sinha's scholarly study of Indian realism - Indian-authored academic treatment of Nyaya-Vaisheshika realist philosophy.,,"Sanskrit Philosophy of Mind, Self, and Consciousness",,In Copyright,indian realism,indian-realism,language-and-sanskrit,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE
576,Indian Psychology: Perception,576-indian-psychology-perception,Jadunath Sinha,Sinha's classical scholarly study of perception in Indian philosophy - Indian-authored academic work on Indian psychology of cognition.,,"Sanskrit Philosophy of Mind, Self, and Consciousness",,In Copyright,indian psychology: perception,indian-psychology-perception,language-and-sanskrit,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE
577,Indian Theories of Knowledge,577-indian-theories-of-knowledge,Jadunath Sinha,Sinha's classical scholarly study of Indian theories of knowledge - comprehensive Indian-authored academic treatment of pramana theory.,,"Sanskrit Philosophy of Mind, Self, and Consciousness",,In Copyright,indian theories of knowledge,indian-theories-of-knowledge,language-and-sanskrit,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE
578,The Doctrine of the Self in Indian Thought,578-the-doctrine-of-the-self-in-indian-thought,Sangam Lal Pandey,Sangam Lal Pandey's scholarly study of self-doctrine in Indian thought - atman across darshanas in Indian-authored academic frame.,,"Sanskrit Philosophy of Mind, Self, and Consciousness",,In Copyright,the doctrine of the self in indian thought,the-doctrine-of-the-self-in-indian-thought,language-and-sanskrit,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE
579,The Life Divine,579-the-life-divine,Sri Aurobindo,"Sri Aurobindo's magnum opus on integral non-dualism - vast philosophical synthesis of Vedanta, evolution, and divine manifestation in matter.","2-seeker-path,6-evolutionary-spirit",Sri Aurobindo and Integral Vision,,https://www.aurobindo.ru/workings/sa/21-22/0021-22_e.pdf,the life divine,the-life-divine,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,TRUE,TRUE,TRUE
580,The Synthesis of Yoga,580-the-synthesis-of-yoga,Sri Aurobindo,"Aurobindo's masterwork on integral yoga - synthesis of karma, jnana, and bhakti yogas as one path of integral spiritual practice.",6-evolutionary-spirit,Sri Aurobindo and Integral Vision,,https://www.aurobindo.ru/workings/sa/23-24/0023-24_e.pdf,the synthesis of yoga,the-synthesis-of-yoga,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,TRUE,TRUE,TRUE
581,The Human Cycle,581-the-human-cycle,Sri Aurobindo,Aurobindo's philosophical study of social evolution - civilizational stages from infrarational to spiritual phases of human development.,,Sri Aurobindo and Integral Vision,,https://www.aurobindo.ru/workings/sa/25/0025_e.pdf,the human cycle,the-human-cycle,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,TRUE,TRUE,TRUE
582,The Ideal of Human Unity,582-the-ideal-of-human-unity,Sri Aurobindo,"Aurobindo's vision of human unity - political philosophy on world federation, the spiritual destiny of humankind, and global civilization.",,Sri Aurobindo and Integral Vision,,https://www.aurobindo.ru/workings/sa/25/0025_e.pdf,the ideal of human unity,the-ideal-of-human-unity,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,TRUE,TRUE,TRUE
583,The Foundations of Indian Culture,583-the-foundations-of-indian-culture,Sri Aurobindo,Aurobindo's foundational essays on Indian civilization - defends Indian culture against colonial critiques in profound philosophical depth.,,Sri Aurobindo and Integral Vision,,https://www.aurobindo.ru/workings/sa/20/0020_e.pdf,the foundations of indian culture,the-foundations-of-indian-culture,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,TRUE,TRUE,TRUE
584,Savitri: A Legend and a Symbol,584-savitri-a-legend-and-a-symbol,Sri Aurobindo,"Aurobindo's epic 24,000-line spiritual poem on Savitri's victory over death - culmination of his integral yoga as poetic vision.",,Sri Aurobindo and Integral Vision,,https://www.aurobindo.ru/workings/sa/33-34/0033-34_e.pdf,savitri: a legend and a symbol,savitri-a-legend-and-a-symbol,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,TRUE,TRUE,TRUE
585,The Future Poetry,585-the-future-poetry,Sri Aurobindo,"Aurobindo's reflections on poetry, mantra, and the future of literature - integral aesthetics rooted in Indian rasa-dhvani tradition.",,Sri Aurobindo and Integral Vision,,https://www.aurobindo.ru/workings/sa/26/0026_e.pdf,the future poetry,the-future-poetry,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,TRUE,TRUE,TRUE
586,The Renaissance in India,586-the-renaissance-in-india,Sri Aurobindo,Aurobindo's reflections on India's spiritual rebirth - civilizational essays on the renaissance of Hindu thought in modernity.,,Sri Aurobindo and Integral Vision,,https://www.aurobindo.ru/workings/sa/20/0020_e.pdf,the renaissance in india,the-renaissance-in-india,civilizational-consciousness,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,TRUE,TRUE,TRUE
