id,name,author,type,link,linkreal,slug,linkfinal,description,short,linkfinal2
115,Arthashastra,Kautilya,svayambodha,https://drive.google.com/file/d/1jp-zm0X01emg2MwEebSEM_mut_FHfXE8/view?usp=sharing,https://drive.google.com/file/d/1jp-zm0X01emg2MwEebSEM_mut_FHfXE8/preview,arthashastra,/library/arthashastra,"Kautilya’s Arthashastra serves as a comprehensive ancient Indian compendium on statecraft, outlining the systematic acquisition and maintenance of the earth. The text is meticulously structured into fifteen books that progress from the personal discipline of a king and the management of government departments to complex strategies for war, diplomacy, and law. Central to its philosophy is the idea that a ruler’s success depends on restraint of the senses and the diligent oversight of a vast espionage network to maintain internal and external security. Ultimately, the work functions as a practical science of polity, emphasizing that the prosperity of a nation is inextricably linked to the moral character and administrative efficiency of its sovereign.","Classical treatise on statecraft, administration, diplomacy, economy, espionage, and royal governance.",/library/books/arthashastra
116,Civil Disobedience in Indian Tradition,Dharampal,svayambodha,https://drive.google.com/file/d/15qmMYXdzQ4jIGWyZbMSR0VN7vOkbOPvo/view?usp=sharing,https://drive.google.com/file/d/15qmMYXdzQ4jIGWyZbMSR0VN7vOkbOPvo/preview,civil-disobedience-in-indian-tradition,/library/civil-disobedience-in-indian-tradition,,"Study of resistance, legitimacy, and non-cooperation within Indian political and ethical traditions.",/library/books/civil-disobedience-in-indian-tradition
117,"Essays on Tradition, Recovery and Freedom",Dharampal,svayambodha,https://drive.google.com/file/d/1iOelTnMYIULGX2ZeOEgMr89fs4K7mdo-/view?usp=sharing,https://drive.google.com/file/d/1iOelTnMYIULGX2ZeOEgMr89fs4K7mdo-/preview,essays-on-tradition-recovery-and-freedom,/library/essays-on-tradition-recovery-and-freedom,,"Essays on cultural continuity, intellectual decolonization, and the recovery of civilizational freedom.",/library/books/essays-on-tradition-recovery-and-freedom
118,Gandhis Theory of Society and Our Times,AK Saran,svayambodha,https://drive.google.com/file/d/1360vlgesvWkjoF_9bl8_8KxRGL50M2g6/view?usp=sharing,https://drive.google.com/file/d/1360vlgesvWkjoF_9bl8_8KxRGL50M2g6/preview,gandhis-theory-of-society-and-our-times,/library/gandhis-theory-of-society-and-our-times,,"Interpretive study of Gandhi’s social philosophy, moral politics, and continuing relevance.",/library/books/gandhis-theory-of-society-and-our-times
119,Hermeneutics and Narrative Architecture,Vishwa Adluri,svayambodha,https://drive.google.com/file/d/11LlMWF6h25_xRhxchxOdSpQPaaTY7mA2/view?usp=sharing,https://drive.google.com/file/d/11LlMWF6h25_xRhxchxOdSpQPaaTY7mA2/preview,hermeneutics-and-narrative-architecture,/library/hermeneutics-and-narrative-architecture,,Study of how interpretive method and narrative design work together in Sanskrit epic literature.,/library/books/hermeneutics-and-narrative-architecture
121,Indian Science and Technology in the 18th Century,Dharampal,svayambodha,https://drive.google.com/file/d/1Nwpm2exAPUtg8Eh8CLTtvSUy1M2ZFTOp/view?usp=sharing,https://drive.google.com/file/d/1Nwpm2exAPUtg8Eh8CLTtvSUy1M2ZFTOp/preview,indian-science-and-technology-in-the-18th-century,/library/indian-science-and-technology-in-the-18th-century,,Documentary study of scientific and technical practices in early modern India.,/library/books/indian-science-and-technology-in-the-18th-century
122,Katha Sarit Sagar,C.H. Tawney,svayambodha,https://drive.google.com/file/d/1YkyEURhpW134CrqY0uNjYGs4nJ5gulty/view?usp=sharing,https://drive.google.com/file/d/1YkyEURhpW134CrqY0uNjYGs4nJ5gulty/preview,katha-sarit-sagar,/library/katha-sarit-sagar,,"Large compendium of narrative literature preserving story cycles, moral reflection, and courtly imagination.",/library/books/katha-sarit-sagar
123,Panchayat Raj and India's Polity,Dharampal,svayambodha,https://drive.google.com/file/d/1JkDwTewuIgptNxQF_C66xiSI55g8WByA/view?usp=sharing,https://drive.google.com/file/d/1JkDwTewuIgptNxQF_C66xiSI55g8WByA/preview,panchayat-raj-and-indias-polity,/library/panchayat-raj-and-indias-polity,,Study of village governance and decentralized political structures in Indian constitutional and civilizational context.,/library/books/panchayat-raj-and-indias-polity
124,Prolegomena to any Future Mahabharata Studies,"Vishwa Adluri, Joydeep Bagchee",svayambodha,https://drive.google.com/file/d/1AOtRcJfOtYWUhSXvasSyc-Ge4KJYiqdm/view?usp=sharing,https://drive.google.com/file/d/1AOtRcJfOtYWUhSXvasSyc-Ge4KJYiqdm/preview,prolegomena-to-any-future-mahabharata-studies,/library/prolegomena-to-any-future-mahabharata-studies,,"Methodological essay rethinking how the Mahabharata should be studied, edited, and interpreted.",/library/books/prolegomena-to-any-future-mahabharata-studies
125,Rajatarangini,Ranjit Sitaram Pandit,svayambodha,https://drive.google.com/file/d/1XvjoK2xm12QQjyw45wQPC9Db4zMzCp-K/view?usp=sharing,https://drive.google.com/file/d/1XvjoK2xm12QQjyw45wQPC9Db4zMzCp-K/preview,rajatarangini,/library/rajatarangini,,"Chronicle of Kashmir that blends political history, dynastic memory, and literary historiography.",/library/books/rajatarangini
126,Rediscovering India,Dharampal,svayambodha,https://drive.google.com/file/d/18JNuoIMZYyjgB9KI0FqC-fm5_oZyhk_V/view?usp=sharing,https://drive.google.com/file/d/18JNuoIMZYyjgB9KI0FqC-fm5_oZyhk_V/preview,rediscovering-india,/library/rediscovering-india,,"Essays aimed at recovering Indian civilizational categories, intellectual memory, and cultural self-knowledge.",/library/books/rediscovering-india
127,Rigveda a Historical Analysis,Shrikant Talageri,svayambodha,https://drive.google.com/file/d/1Ma08Fx2vA6WUqEC_EsWv-G-Lqb34vKDQ/view?usp=sharing,https://drive.google.com/file/d/1Ma08Fx2vA6WUqEC_EsWv-G-Lqb34vKDQ/preview,rigveda-a-historical-analysis,/library/rigveda-a-historical-analysis,,"Historical reading of the Rigveda that uses textual evidence to discuss chronology, culture, and social setting.",/library/books/rigveda-a-historical-analysis
128,The Crisis of Hinduism,AK Saran,svayambodha,https://drive.google.com/file/d/1rPxlVH1bsAm_8PHITfGzIvt1dYjfps7s/view?usp=sharing,https://drive.google.com/file/d/1rPxlVH1bsAm_8PHITfGzIvt1dYjfps7s/preview,the-crisis-of-hinduism,/library/the-crisis-of-hinduism,,"Reflection on modern challenges facing Hindu civilizational confidence, continuity, and self-understanding.",/library/books/the-crisis-of-hinduism
129,The Perils of Textual Transmission,Vishwa Adluri,svayambodha,https://drive.google.com/file/d/1rFb1VCw0CWhfTcUSoU0u6vPGaW6wZer5/view?usp=sharing,https://drive.google.com/file/d/1rFb1VCw0CWhfTcUSoU0u6vPGaW6wZer5/preview,the-perils-of-textual-transmission,/library/the-perils-of-textual-transmission,,Scholarly work on Indian thought and civilization with relevance to the themes signaled by its title.,/library/books/the-perils-of-textual-transmission
130,The Redemption of the Brahman,"Vishwa Adluri, Joydeep Bagchee",svayambodha,https://drive.google.com/file/d/1CxGXWLe7GW2pntTDXFwYrR1SctwoIuBk/view?usp=sharing,https://drive.google.com/file/d/1CxGXWLe7GW2pntTDXFwYrR1SctwoIuBk/preview,the-redemption-of-the-brahman,/library/the-redemption-of-the-brahman,,Interpretive essay on the figure of the Brahman and debates about textual and cultural transformation.,/library/books/the-redemption-of-the-brahman
131,The Riks,Shri Paramasiva Iyer,svayambodha,https://drive.google.com/file/d/1XsUMV-pEdvMIAJp10w2kRfv4PRjQWTio/view?usp=sharing,https://drive.google.com/file/d/1XsUMV-pEdvMIAJp10w2kRfv4PRjQWTio/preview,the-riks,/library/the-riks,,"Selection and interpretation of Rigvedic hymns highlighting poetic vision, symbolism, and early Vedic spirituality.",/library/books/the-riks
132,The Secret of the Veda,Sri Aurobindo,svayambodha,https://drive.google.com/file/d/1j7F0YcMnyNulw4o4_5VBe2HJ7W75QhgY/view?usp=sharing,https://drive.google.com/file/d/1j7F0YcMnyNulw4o4_5VBe2HJ7W75QhgY/preview,the-secret-of-the-veda,/library/the-secret-of-the-veda,,Sri Aurobindo’s symbolic interpretation of the Vedic hymns as spiritual and psychological texts rather than merely ritual documents.,/library/books/the-secret-of-the-veda
133,Treatise on Rigveda,Vedayana,svayambodha,https://drive.google.com/file/d/1O1MsRI4EpywmIFpv-V43uDk3aEhEtSRl/view?usp=sharing,https://drive.google.com/file/d/1O1MsRI4EpywmIFpv-V43uDk3aEhEtSRl/preview,treatise-on-rigveda,/library/treatise-on-rigveda,,"Extended interpretive study of the Rigveda with attention to language, symbolism, and historical understanding.",/library/books/treatise-on-rigveda
134,Wisdom of the Ancient Seers,David Frawley,svayambodha,https://drive.google.com/file/d/1CjxAD0ZnerKxmVsvCTkg75MeeYTdwwbf/view?usp=sharing,https://drive.google.com/file/d/1CjxAD0ZnerKxmVsvCTkg75MeeYTdwwbf/preview,wisdom-of-the-ancient-seers,/library/wisdom-of-the-ancient-seers,,Introductory reflections on Vedic and Upanishadic insight framed for modern readers.,/library/books/wisdom-of-the-ancient-seers
135,Logic of Rig Vedic Geography,Shrikant Talageri,aryanissue,https://talageri.blogspot.com/2020/05/the-logic-of-rigvedic-geography_6.html,https://talageri.blogspot.com/2020/05/the-logic-of-rigvedic-geography_6.html,logic-of-rig-vedic-geography,https://talageri.blogspot.com/2020/05/the-logic-of-rigvedic-geography_6.html,,,
136,Ikshvakus in the Rig Veda,Shrikant Talageri,aryanissue,https://talageri.blogspot.com/2020/05/the-iksvakus-in-rigveda.html,https://talageri.blogspot.com/2020/05/the-iksvakus-in-rigveda.html,ikshvakus-in-the-rig-veda,https://talageri.blogspot.com/2020/05/the-iksvakus-in-rigveda.html,,,
137,Identity of the Enemies of Sudas,Shrikant Talageri,aryanissue,https://talageri.blogspot.com/2020/04/the-identity-of-enemies-of-sudas-in.html,https://talageri.blogspot.com/2020/04/the-identity-of-enemies-of-sudas-in.html,identity-of-the-enemies-of-sudas,https://talageri.blogspot.com/2020/04/the-identity-of-enemies-of-sudas-in.html,,,
138,Dravidian Connections to Rig Veda and Harappa,Shrikant Talageri,aryanissue,https://talageri.blogspot.com/2019/10/dravidian-connections-with-harappan.html,https://talageri.blogspot.com/2019/10/dravidian-connections-with-harappan.html,dravidian-connections-to-rig-veda-and-harappa,https://talageri.blogspot.com/2019/10/dravidian-connections-with-harappan.html,,,
139,Dravidian and Pan-Indian Nature of Hinduism,Shrikant Talageri,aryanissue,https://talageri.blogspot.com/2019/10/the-primarily-dravidian-and-pan-indian_30.html,https://talageri.blogspot.com/2019/10/the-primarily-dravidian-and-pan-indian_30.html,dravidian-and-pan-indian-nature-of-hinduism,https://talageri.blogspot.com/2019/10/the-primarily-dravidian-and-pan-indian_30.html,,,
140,Pūrva-pakṣa of Sheldon Pollock's use of Chronology,"Manogna Sastry, Megh Kalyanasundaram",aryanissue,https://www.academia.edu/45189821/P%C5%ABrva_pak%E1%B9%A3a_of_Sheldon_Pollocks_use_of_Chronology_2016_,https://www.academia.edu/45189821/P%C5%ABrva_pak%E1%B9%A3a_of_Sheldon_Pollocks_use_of_Chronology_2016_,purva-paksha-of-sheldon-pollocks-use-of-chronology,https://www.academia.edu/45189821/P%C5%ABrva_pak%E1%B9%A3a_of_Sheldon_Pollocks_use_of_Chronology_2016_,,,
141,Vanishing Rivers Yesterdays Sarasvati Todays Ganga,Michel Danino,aryanissue,https://www.academia.edu/30800576/Vanishing_Rivers_Yesterdays_Sarasvati_Todays_Ganges,https://www.academia.edu/30800576/Vanishing_Rivers_Yesterdays_Sarasvati_Todays_Ganges,vanishing-rivers-yesterdays-sarasvati-todays-ganga,https://www.academia.edu/30800576/Vanishing_Rivers_Yesterdays_Sarasvati_Todays_Ganges,,,
142,Sarasvatī in the Mahābhārata - A Study,Sastry and Kalyanasundaram,aryanissue,https://www.academia.edu/38369132/Sarasvat%C4%AB_in_the_Mah%C4%81bh%C4%81rata_A_Study_Sastry_and_Kalyanasundaram_2019_pdf,https://www.academia.edu/38369132/Sarasvat%C4%AB_in_the_Mah%C4%81bh%C4%81rata_A_Study_Sastry_and_Kalyanasundaram_2019_pdf,sarasvati-in-the-mahabharata,https://www.academia.edu/38369132/Sarasvat%C4%AB_in_the_Mah%C4%81bh%C4%81rata_A_Study_Sastry_and_Kalyanasundaram_2019_pdf,,,
143,The Sarasvati River Issues And Debates,Michel Danino,aryanissue,https://www.academia.edu/39719725/The_Sarasvati_River_Issues_and_Debates,https://www.academia.edu/39719725/The_Sarasvati_River_Issues_and_Debates,the-sarasvati-river-issues-and-debates,https://www.academia.edu/39719725/The_Sarasvati_River_Issues_and_Debates,,,
144,Sarasvati Palaeochannel Groundwater Remote Sensing,Kar and Shukla,aryanissue,https://www.researchgate.net/publication/336281430_Remote_sensing_of_groundwater_along_the_Saraswati_palaeochannels_in_western_part_of_Jaisalmer_district_Thar_Desert_MAEER's_MIT_Pune_Journal_Special_Issue_1999-2000_pp_28-36,https://www.researchgate.net/publication/336281430_Remote_sensing_of_groundwater_along_the_Saraswati_palaeochannels_in_western_part_of_Jaisalmer_district_Thar_Desert_MAEER's_MIT_Pune_Journal_Special_Issue_1999-2000_pp_28-36,sarasvati-palaeochannel-groundwater-remote-sensing,https://www.researchgate.net/publication/336281430_Remote_sensing_of_groundwater_along_the_Saraswati_palaeochannels_in_western_part_of_Jaisalmer_district_Thar_Desert_MAEER's_MIT_Pune_Journal_Special_Issue_1999-2000_pp_28-36,,,
145,On The Preliminary Periodization Of The Harappan Civilization,Igor A. Tonoyan-Belyayev,aryanissue,https://www.academia.edu/36995146/On_the_preliminary_periodization_of_the_Vedic_culture_a_draft_2018,https://www.academia.edu/36995146/On_the_preliminary_periodization_of_the_Vedic_culture_a_draft_2018,on-the-preliminary-periodization-of-the-harappan-civilization,https://www.academia.edu/36995146/On_the_preliminary_periodization_of_the_Vedic_culture_a_draft_2018,,,
146,Vedic Roots Of Early Tamil Culture,Michel Danino,aryanissue,https://www.academia.edu/1573411/Vedic_Roots_of_Early_Tamil_Culture,https://www.academia.edu/1573411/Vedic_Roots_of_Early_Tamil_Culture,vedic-roots-of-early-tamil-culture,https://www.academia.edu/1573411/Vedic_Roots_of_Early_Tamil_Culture,,,
147,The Indo Aryans Of Ancient South Asia,Michael Witzel,aryanissue,https://www.academia.edu/18428649/The_Indo_Aryans_of_Ancient_South_Asia_Language_Material_Culture_and_Ethnicity,https://www.academia.edu/18428649/The_Indo_Aryans_of_Ancient_South_Asia_Language_Material_Culture_and_Ethnicity,the-indo-aryans-of-ancient-south-asia,https://www.academia.edu/18428649/The_Indo_Aryans_of_Ancient_South_Asia_Language_Material_Culture_and_Ethnicity,,,
148,The Horse And The Aryan Debate,Michel Danino,aryanissue,https://www.academia.edu/23185706/The_Horse_and_the_Aryan_Debate,https://www.academia.edu/23185706/The_Horse_and_the_Aryan_Debate,the-horse-and-the-aryan-debate,https://www.academia.edu/23185706/The_Horse_and_the_Aryan_Debate,,,
149,The Coming of Aryans to Iran and India,Asko Parpola,aryanissue,https://journal.fi/store/article/view/49745,https://journal.fi/store/article/view/49745,the-coming-of-aryans-to-iran-and-india,https://journal.fi/store/article/view/49745,,,
150,Rig Vedic History,Michael Witzel,aryanissue,https://www.academia.edu/713990/Early_Indian_history_Linguistic_and_textual_parameters,https://www.academia.edu/713990/Early_Indian_history_Linguistic_and_textual_parameters,rig-vedic-history,https://www.academia.edu/713990/Early_Indian_history_Linguistic_and_textual_parameters,,,
151,Rama's Realm,Michael Witzel,aryanissue,https://www.academia.edu/19380740/Ramas_realm,https://www.academia.edu/19380740/Ramas_realm,ramas-realm,https://www.academia.edu/19380740/Ramas_realm,,,
152,On the Battle of Ten Kings,Ranier Stuhrmann,aryanissue,https://doi.org/10.11588/ejvs.2016.1.933,https://doi.org/10.11588/ejvs.2016.1.933,on-the-battle-of-ten-kings,https://doi.org/10.11588/ejvs.2016.1.933,,,
153,On Talageri,Michael Witzel,aryanissue,https://doi.org/10.11588/ejvs.2001.2.829,https://doi.org/10.11588/ejvs.2001.2.829,on-talageri,https://doi.org/10.11588/ejvs.2001.2.829,,,
154,Non Aryan Names In Rig Veda,Michael Witzel,aryanissue,https://doi.org/10.11588/xarep.00000112,https://doi.org/10.11588/xarep.00000112,non-aryan-names-in-rig-veda,https://doi.org/10.11588/xarep.00000112,,,
155,New Perspectives On Our Cultural Pasts,Michel Danino,aryanissue,https://www.academia.edu/28703992/New_Perspectives_on_Our_Cultural_Pasts,https://www.academia.edu/28703992/New_Perspectives_on_Our_Cultural_Pasts,new-perspectives-on-our-cultural-pasts,https://www.academia.edu/28703992/New_Perspectives_on_Our_Cultural_Pasts,,,
156,Vedic Genetics Cow Omni Form Decipherment,Chandra Prakash Dvivedi,aryanissue,https://www.academia.edu/42795350/Vedic_Genetics_Cow_Omni_form_Decipherment_of_Indus_Valley_Seals_Vedic_Genetics_Cow_Omni_form_Decipherment_of_Indus_Valley_Seals_Vedic_Culture_Seals_Indus_Valley_Vedic_Culture_Seals_The_Light_of_Life_DNA_Tva_%C3%88_the_shaper_of_all_creatures,https://www.academia.edu/42795350/Vedic_Genetics_Cow_Omni_form_Decipherment_of_Indus_Valley_Seals_Vedic_Genetics_Cow_Omni_form_Decipherment_of_Indus_Valley_Seals_Vedic_Culture_Seals_Indus_Valley_Vedic_Culture_Seals_The_Light_of_Life_DNA_Tva_%C3%88_the_shaper_of_all_creatures,vedic-genetics-cow-omni-form-decipherment,https://www.academia.edu/42795350/Vedic_Genetics_Cow_Omni_form_Decipherment_of_Indus_Valley_Seals_Vedic_Genetics_Cow_Omni_form_Decipherment_of_Indus_Valley_Seals_Vedic_Culture_Seals_Indus_Valley_Vedic_Culture_Seals_The_Light_of_Life_DNA_Tva_%C3%88_the_shaper_of_all_creatures,,,
157,The Prehistoric Peopling Of Southeast Asia,McColl et al.,aryanissue,https://www.researchgate.net/publication/326216679_The_prehistoric_peopling_of_Southeast_Asia,https://www.researchgate.net/publication/326216679_The_prehistoric_peopling_of_Southeast_Asia,the-prehistoric-peopling-of-southeast-asia,https://www.researchgate.net/publication/326216679_The_prehistoric_peopling_of_Southeast_Asia,,,
158,The Himalayas As A Prehistoric Corridor,George van Driem,aryanissue,https://www.academia.edu/21620946/The_Himalayas_as_a_prehistoric_corridor_for_the_peopling_of_East_and_Southeast_Asia,https://www.academia.edu/21620946/The_Himalayas_as_a_prehistoric_corridor_for_the_peopling_of_East_and_Southeast_Asia,the-himalayas-as-a-prehistoric-corridor,https://www.academia.edu/21620946/The_Himalayas_as_a_prehistoric_corridor_for_the_peopling_of_East_and_Southeast_Asia,,,
159,The Formation of Human Populations in South and Central Asia,Narasimhan et al.,aryanissue,https://doi.org/10.1126%2Fscience.aat7487,https://doi.org/10.1126%2Fscience.aat7487,the-formation-of-human-populations-in-south-and-central-asia,https://doi.org/10.1126%2Fscience.aat7487,,,
160,The Eastern Himalayan Corridor In Prehistory,George van Driem,aryanissue,https://www.academia.edu/32806632/The_Eastern_Himalayan_corridor_in_prehistory,https://www.academia.edu/32806632/The_Eastern_Himalayan_corridor_in_prehistory,the-eastern-himalayan-corridor-in-prehistory,https://www.academia.edu/32806632/The_Eastern_Himalayan_corridor_in_prehistory,,,
161,Reconstructing The Population History Of the Gond,Chaubey et al.,aryanissue,https://www.nature.com/articles/ejhg2016198,https://www.nature.com/articles/ejhg2016198,reconstructing-the-population-history-of-the-gond,https://www.nature.com/articles/ejhg2016198,,,
162,Prehistoric Skeletal Record of Man in South Asia,Kenneth AR Kennedy,aryanissue,https://www.jstor.org/stable/2155742,https://www.jstor.org/stable/2155742,prehistoric-skeletal-record-of-man-in-south-asia,https://www.jstor.org/stable/2155742,,,
163,Prehistoric Human Colonisation Of India,VN Misra,aryanissue,https://doi.org/10.1007/bf02704749,https://doi.org/10.1007/bf02704749,prehistoric-human-colonisation-of-india,https://doi.org/10.1007/bf02704749,,,
164,Origin Of Rice,Civan et al.,aryanissue,https://doi.org/10.1093/gbe/evz039,https://doi.org/10.1093/gbe/evz039,origin-of-rice,https://doi.org/10.1093/gbe/evz039,,,
165,On Peopling of India Ancient Genetics Perspectives,Thangaraj and Rai,aryanissue,https://www.researchgate.net/publication/334302195_On_Peopling_of_India_Ancient_DNA_perspectives_By_K_Thangaraj_and_Niraj_Rai,https://www.researchgate.net/publication/334302195_On_Peopling_of_India_Ancient_DNA_perspectives_By_K_Thangaraj_and_Niraj_Rai,on-peopling-of-india-ancient-genetics-perspectives,https://www.researchgate.net/publication/334302195_On_Peopling_of_India_Ancient_DNA_perspectives_By_K_Thangaraj_and_Niraj_Rai,,,
166,Linguistic Population Prehistory Of The Greater Himalaya Region,George van Driem,aryanissue,https://www.himalayanlanguages.org/files/driem/pdfs/2008BielmeierFS.pdf,https://www.himalayanlanguages.org/files/driem/pdfs/2008BielmeierFS.pdf,linguistic-population-prehistory-of-the-greater-himalaya-region,https://www.himalayanlanguages.org/files/driem/pdfs/2008BielmeierFS.pdf,,,
167,Haplogroup R1A,Maciamo,aryanissue,https://www.academia.edu/5966134/Origins_and_history_of_Haplogroup_R1a_Y_DNA_,https://www.academia.edu/5966134/Origins_and_history_of_Haplogroup_R1a_Y_DNA_,haplogroup-r1a,https://www.academia.edu/5966134/Origins_and_history_of_Haplogroup_R1a_Y_DNA_,,,
168,Glimpses Of The Ethnolinguistic Prehistory of Northeastern India,George van Driem,aryanissue,https://www.academia.edu/10168403/Glimpses_of_the_ethnolinguistic_prehistory_of_northeastern_India,https://www.academia.edu/10168403/Glimpses_of_the_ethnolinguistic_prehistory_of_northeastern_India,glimpses-of-the-ethnolinguistic-prehistory-of-northeastern-india,https://www.academia.edu/10168403/Glimpses_of_the_ethnolinguistic_prehistory_of_northeastern_India,,,
169,Genetics And The Aryan Issue,Michel Danino,aryanissue,https://www.academia.edu/23185582/Genetics_and_the_Aryan_Issue,https://www.academia.edu/23185582/Genetics_and_the_Aryan_Issue,genetics-and-the-aryan-issue,https://www.academia.edu/23185582/Genetics_and_the_Aryan_Issue,,,
170,"Genetics And AIT, Look Again",Koenraad Elst,aryanissue,https://pragyata.com/genetic-proof-for-the-ait-look-again/,https://pragyata.com/genetic-proof-for-the-ait-look-again/,genetics-and-ait-look-again,https://pragyata.com/genetic-proof-for-the-ait-look-again/,,,
171,Genetic And Linguistic Non Correspondence,Srivastava et al.,aryanissue,https://www.nature.com/articles/s41598-020-61941-z,https://www.nature.com/articles/s41598-020-61941-z,genetic-and-linguistic-non-correspondence,https://www.nature.com/articles/s41598-020-61941-z,,,
172,"Genes, Peoples and Languages",LL Cavalli-Sforza,aryanissue,https://doi.org/10.1073/pnas.94.15.7719,https://doi.org/10.1073/pnas.94.15.7719,genes-peoples-and-languages,https://doi.org/10.1073/pnas.94.15.7719,,,
173,Worked Bone Industry,Chattopadhyay and Bandopadhyay,aryanissue,https://www.academia.edu/39713619/A_Preliminary_Study_of_the_Worked_Bone_Industry_in_the_Middle_and_Lower_Ganga_Valleys_From_the_Mesolithic_to_the_Early_Historic_Periods,https://www.academia.edu/39713619/A_Preliminary_Study_of_the_Worked_Bone_Industry_in_the_Middle_and_Lower_Ganga_Valleys_From_the_Mesolithic_to_the_Early_Historic_Periods,worked-bone-industry,https://www.academia.edu/39713619/A_Preliminary_Study_of_the_Worked_Bone_Industry_in_the_Middle_and_Lower_Ganga_Valleys_From_the_Mesolithic_to_the_Early_Historic_Periods,,,
174,The Sanauli Chariot And Its Archaeological and Historical Context,Giacomo Benedetti,aryanissue,https://www.academia.edu/43127134/THE_SANAULI_CHARIOT_AND_ITS_ARCHAEOLOGICAL_AND_HISTORICAL_CONTEXT,https://www.academia.edu/43127134/THE_SANAULI_CHARIOT_AND_ITS_ARCHAEOLOGICAL_AND_HISTORICAL_CONTEXT,the-sanauli-chariot-and-its-archaeological-and-historical-context,https://www.academia.edu/43127134/THE_SANAULI_CHARIOT_AND_ITS_ARCHAEOLOGICAL_AND_HISTORICAL_CONTEXT,,,
175,The Harappan Heritage And The Aryan Problem,Michel Danino,aryanissue,https://www.academia.edu/1573406/The_Harappan_Heritage_and_the_Aryan_Problem,https://www.academia.edu/1573406/The_Harappan_Heritage_and_the_Aryan_Problem,the-harappan-heritage-and-the-aryan-problem,https://www.academia.edu/1573406/The_Harappan_Heritage_and_the_Aryan_Problem,,,
176,The Epistemological Event Horizon In Archaeology,George van Driem,aryanissue,https://www.academia.edu/32806838/The_epistemological_event_horizon_in_archaeology,https://www.academia.edu/32806838/The_epistemological_event_horizon_in_archaeology,the-epistemological-event-horizon-in-archaeology,https://www.academia.edu/32806838/The_epistemological_event_horizon_in_archaeology,,,
177,Sibri and the South Cemetery of Mehrgarh,Marielle Santoni,aryanissue,http://www.safarmer.com/Indo-Eurasian/Sibri.pdf,http://www.safarmer.com/Indo-Eurasian/Sibri.pdf,sibri-and-the-south-cemetery-of-mehrgarh,http://www.safarmer.com/Indo-Eurasian/Sibri.pdf,,,
178,Sanauli a Late Harappan Burial Site,Sharma et al.,aryanissue,https://www.researchgate.net/publication/339739681_Sanauli_A_Late_Harappan_Burial_Site,https://www.researchgate.net/publication/339739681_Sanauli_A_Late_Harappan_Burial_Site,sanauli-a-late-harappan-burial-site,https://www.researchgate.net/publication/339739681_Sanauli_A_Late_Harappan_Burial_Site,,,
179,Origin Of Early Harappan Cultures In The Sarasvati Valley,KN Dikshit,aryanissue,https://www.scribd.com/document/260613722/Origin-of-Early-Harappan-Cultures-in-the-Sarasvati-Valley-Recent-Archaeological-Evidence-and-Radiometric-Dates,https://www.scribd.com/document/260613722/Origin-of-Early-Harappan-Cultures-in-the-Sarasvati-Valley-Recent-Archaeological-Evidence-and-Radiometric-Dates,origin-of-early-harappan-cultures-in-the-sarasvati-valley,https://www.scribd.com/document/260613722/Origin-of-Early-Harappan-Cultures-in-the-Sarasvati-Valley-Recent-Archaeological-Evidence-and-Radiometric-Dates,,,
180,Indus Valley Electron Microscopy And Crystallography,Chandra Prakash Trivedi,aryanissue,https://www.academia.edu/14422781/Indus_Valley_Microscopy_and_Crystallography,https://www.academia.edu/14422781/Indus_Valley_Microscopy_and_Crystallography,indus-valley-electron-microscopy-and-crystallography,https://www.academia.edu/14422781/Indus_Valley_Microscopy_and_Crystallography,,,
181,Vishnu In Rigveda,Dmitri Semenov,aryanissue,https://www.academia.edu/33047934/Vishnu_in_Rigveda,https://www.academia.edu/33047934/Vishnu_in_Rigveda,vishnu-in-rigveda,https://www.academia.edu/33047934/Vishnu_in_Rigveda,,,
182,True Meaning Of Ashva,Aleksandr Semenenko,aryanissue,https://www.academia.edu/40693122/Semenenko_A_A_On_the_true_meaning_of_Ashva_in_Rigveda,https://www.academia.edu/40693122/Semenenko_A_A_On_the_true_meaning_of_Ashva_in_Rigveda,true-meaning-of-ashva,https://www.academia.edu/40693122/Semenenko_A_A_On_the_true_meaning_of_Ashva_in_Rigveda,,,
183,The Indo European Cloudland,Michel Danino,aryanissue,https://www.academia.edu/27920498/The_Indo_European_Cloudland,https://www.academia.edu/27920498/The_Indo_European_Cloudland,the-indo-european-cloudland,https://www.academia.edu/27920498/The_Indo_European_Cloudland,,,
184,The Debate Between Talageri and Hoch,Koenraad Elst,aryanissue,http://koenraadelst.blogspot.com/2014/03/shrikant-talageri-vs-hans-heinrich-hock.html,http://koenraadelst.blogspot.com/2014/03/shrikant-talageri-vs-hans-heinrich-hock.html,the-debate-between-talageri-and-hoch,http://koenraadelst.blogspot.com/2014/03/shrikant-talageri-vs-hans-heinrich-hock.html,,,
185,The A of ABC of Indian chronology: Dimensions of the Aryan problem revisited in 2017,Sastry and Kalyanasundaram,aryanissue,https://www.academia.edu/38556391/The_A_of_ABC_of_Indian_chronology_Dimensions_of_the_Aryan_problem_revisited_in_2017,https://www.academia.edu/38556391/The_A_of_ABC_of_Indian_chronology_Dimensions_of_the_Aryan_problem_revisited_in_2017,the-a-of-abc-of-indian-chronology-dimensions-of-the-aryan-problem-revisited-in-2017,https://www.academia.edu/38556391/The_A_of_ABC_of_Indian_chronology_Dimensions_of_the_Aryan_problem_revisited_in_2017,,,
