node_id,title,author,type,source,domain_1,domain_2,lens
b1000:367,"Dharma: Studies in its Semantic, Cultural and Religious History",Patrick Olivelle (ed.),book,bharata1000,dharmashastra-and-polity,,
b1000:368,The Hindu Tradition of Dharma,Sushil Kumar Maitra,book,bharata1000,dharmashastra-and-polity,,
b1000:369,Naradasmriti,Richard Lariviere,book,bharata1000,dharmashastra-and-polity,,
b1000:370,Brihaspati Smriti,Julius Jolly,book,bharata1000,dharmashastra-and-polity,,
b1000:371,Vishnusmriti,Patrick Olivelle,book,bharata1000,dharmashastra-and-polity,,
b1000:372,Parashara Dharma Samhita,Krishnamacharya translation,book,bharata1000,dharmashastra-and-polity,,
b1000:373,Dharma and the Hindu Householder,V. M. Apte,book,bharata1000,dharmashastra-and-polity,,
b1000:374,Hitopadesha,Narayana (A. N. D. Haksar trans.),book,bharata1000,puranas-and-itihasa,,
b1000:375,Panchatantra,Vishnu Sharma (Patrick Olivelle trans.),book,bharata1000,puranas-and-itihasa,,
b1000:376,The Panchatantra,Arthur W. Ryder,book,bharata1000,puranas-and-itihasa,,
b1000:377,Kathasaritsagara of Somadeva,"C. H. Tawney (10 vols, Ocean of the Streams of Story)",book,bharata1000,puranas-and-itihasa,,
b1000:378,Brihatkatha-Manjari of Kshemendra,Sheldon Pollock (selections),book,bharata1000,puranas-and-itihasa,,
b1000:379,Brihatkathaslokasamgraha of Budhasvamin,James Mallinson,book,bharata1000,puranas-and-itihasa,,
b1000:380,The Vetalapanchavinshati,Arthur Ryder (Twenty-Two Goblins),book,bharata1000,puranas-and-itihasa,,
b1000:381,Dasakumaracharita of Dandin,Isabelle Onians (What Ten Young Men Did),book,bharata1000,puranas-and-itihasa,,
b1000:382,Nitisara of Kamandaka,M. N. Dutt,book,bharata1000,puranas-and-itihasa,,
b1000:383,Subhashitavali,Indra Nath Choudhuri (selections),book,bharata1000,puranas-and-itihasa,,
b1000:384,The Subhasitaratnakosha,D. D. Kosambi & V. V. Gokhale,book,bharata1000,puranas-and-itihasa,,
b1000:385,Sanskrit Subhashitas,A. N. D. Haksar,book,bharata1000,puranas-and-itihasa,,
b1000:386,The Bhagavad-Gita and the Indian Ethical Tradition,Surendra Verma,book,bharata1000,puranas-and-itihasa,,
b1000:387,The Recognition of Sakuntala,Kalidasa (Somadeva Vasudeva trans.),book,bharata1000,arts-and-aesthetics,,
b1000:388,Sakuntala,Kalidasa (Arthur W. Ryder),book,bharata1000,arts-and-aesthetics,,
b1000:389,The Loom of Time,"Kalidasa (Chandra Rajan, Penguin)",book,bharata1000,arts-and-aesthetics,,
b1000:390,Meghaduta,Kalidasa (M. R. Kale),book,bharata1000,arts-and-aesthetics,,
b1000:391,Kumarasambhava,Kalidasa (Hank Heifetz),book,bharata1000,arts-and-aesthetics,,
b1000:392,Raghuvamsha,Kalidasa (Robert Antoine),book,bharata1000,arts-and-aesthetics,,
b1000:393,Vikramorvashiya,Kalidasa (Velcheru Narayana Rao),book,bharata1000,arts-and-aesthetics,,
b1000:394,Malavikagnimitra,Kalidasa,book,bharata1000,arts-and-aesthetics,,
b1000:395,The Mricchakatika of Sudraka,Diwakar Acharya (The Little Clay Cart),book,bharata1000,arts-and-aesthetics,,
b1000:396,Mudrarakshasa of Vishakhadatta,M. R. Kale,book,bharata1000,arts-and-aesthetics,,
b1000:397,Plays of Bhasa,A. C. Woolner & Lakshman Sarup,book,bharata1000,arts-and-aesthetics,,
b1000:398,The Plays of Bhavabhuti,M. Coulson,book,bharata1000,arts-and-aesthetics,,
b1000:399,Uttararamacharita of Bhavabhuti,Sheldon Pollock (Rama's Last Act),book,bharata1000,arts-and-aesthetics,,
b1000:400,The Naishadha-Charita of Sriharsha,K. K. Handiqui,book,bharata1000,arts-and-aesthetics,,
b1000:401,Kiratarjuniya of Bharavi,Indira Peterson (Arjuna and the Hunter),book,bharata1000,arts-and-aesthetics,,
b1000:402,Shishupalavadha of Magha,Paul Dundas,book,bharata1000,arts-and-aesthetics,,
b1000:403,Buddhacarita of Ashvaghosha,E. H. Johnston (Acts of the Buddha),book,bharata1000,arts-and-aesthetics,,
b1000:404,Saundarananda of Ashvaghosha,Linda Covill (Handsome Nanda),book,bharata1000,arts-and-aesthetics,,
b1000:405,Gita Govinda of Jayadeva,Barbara Stoler Miller (Love Song of the Dark Lord),book,bharata1000,arts-and-aesthetics,,
b1000:406,Amarushataka,Greg Bailey (selections),book,bharata1000,arts-and-aesthetics,,
b1000:407,Bhartrihari: Poems,Barbara Stoler Miller,book,bharata1000,arts-and-aesthetics,,
b1000:408,The Hermit and the Love-Thief,Barbara Stoler Miller,book,bharata1000,arts-and-aesthetics,,
b1000:409,Anyokti of Sanskrit Literature,Daniel H. H. Ingalls (translations),book,bharata1000,arts-and-aesthetics,,
b1000:410,Sanskrit Poetry from Vidyakara's Treasury,Daniel H. H. Ingalls,book,bharata1000,arts-and-aesthetics,,
b1000:411,Sanskrit Drama,A. B. Keith,book,bharata1000,arts-and-aesthetics,,
b1000:412,The History of Sanskrit Literature,A. B. Keith,book,bharata1000,arts-and-aesthetics,,
b1000:413,"The Sanskrit Drama in Its Origin, Development, Theory and Practice",A. B. Keith,book,bharata1000,arts-and-aesthetics,,
b1000:414,Sanskrit Literature,"Maurice Winternitz (3 vols, History of Indian Literature)",book,bharata1000,arts-and-aesthetics,,
b1000:415,The Language of the Gods in the World of Men,Sheldon Pollock,book,bharata1000,arts-and-aesthetics,,
b1000:416,Literary Cultures in History,Sheldon Pollock (ed.),book,bharata1000,arts-and-aesthetics,,
b1000:417,The Birth of Bhasha,Sheldon Pollock,book,bharata1000,arts-and-aesthetics,,
b1000:418,A Rasa Reader,Sheldon Pollock,book,bharata1000,arts-and-aesthetics,,
b1000:419,The Natyashastra of Bharata,Manomohan Ghosh (2 vols),book,bharata1000,arts-and-aesthetics,,
b1000:420,The Dhvanyaloka of Anandavardhana with the Locana of Abhinavagupta,"Daniel Ingalls, Jeffrey Masson, M. V. Patwardhan",book,bharata1000,arts-and-aesthetics,,
b1000:421,Aesthetic Rapture: The Rasadhyaya of the Natyashastra,J. L. Masson & M. V. Patwardhan,book,bharata1000,arts-and-aesthetics,,
b1000:422,Santarasa and Abhinavagupta's Philosophy of Aesthetics,J. L. Masson & M. V. Patwardhan,book,bharata1000,arts-and-aesthetics,,
b1000:423,The Philosophy of Word and Meaning,Gaurinath Sastri,book,bharata1000,arts-and-aesthetics,,
b1000:424,Indian Theories of Meaning,K. Kunjunni Raja,book,bharata1000,arts-and-aesthetics,,
b1000:425,Indian Poetics,Edwin Gerow,book,bharata1000,arts-and-aesthetics,,
b1000:426,Indian Aesthetics,V. Raghavan,book,bharata1000,arts-and-aesthetics,,
b1000:427,Sanskrit Poetics as a Study of Aesthetic,S. K. De,book,bharata1000,arts-and-aesthetics,,
b1000:428,History of Sanskrit Poetics,P. V. Kane,book,bharata1000,arts-and-aesthetics,,
b1000:429,The Number of Rasas,V. Raghavan,book,bharata1000,arts-and-aesthetics,,
b1000:430,The Concept of the Beautiful,V. Raghavan,book,bharata1000,arts-and-aesthetics,,
b1000:431,The Interior Landscape,A. K. Ramanujan (Kuruntokai),book,bharata1000,festivals-and-living-tradition,,
b1000:432,Poems of Love and War,A. K. Ramanujan,book,bharata1000,festivals-and-living-tradition,,
b1000:433,The Smile of Murugan,Kamil Zvelebil,book,bharata1000,festivals-and-living-tradition,,
b1000:434,Tamil Literature,Kamil Zvelebil,book,bharata1000,festivals-and-living-tradition,,
b1000:435,The Tirukkural of Tiruvalluvar,P. S. Sundaram,book,bharata1000,festivals-and-living-tradition,,
b1000:436,Tirukkural,G. U. Pope,book,bharata1000,festivals-and-living-tradition,,
b1000:437,The Eight Anthologies,A. V. Subramanian,book,bharata1000,festivals-and-living-tradition,,
b1000:438,Tolkappiyam,P. S. Subrahmanya Sastri,book,bharata1000,festivals-and-living-tradition,,
b1000:439,Cilappatikaram of Ilango Adigal,R. Parthasarathy,book,bharata1000,festivals-and-living-tradition,,
b1000:440,Manimekalai,Alain Daniélou,book,bharata1000,festivals-and-living-tradition,,
b1000:441,Hymns for the Drowning (Nammalvar),A. K. Ramanujan,book,bharata1000,festivals-and-living-tradition,,
b1000:442,The Sacred Songs of the Lady (Andal),Vidya Dehejia,book,bharata1000,festivals-and-living-tradition,,
b1000:443,Antal and Her Path of Love,Vidya Dehejia,book,bharata1000,festivals-and-living-tradition,,
b1000:444,The Divya Prabandham,Srirama Bharati (selections),book,bharata1000,festivals-and-living-tradition,,
b1000:445,Tiruvaymoli of Nammalvar,John Carman & Vasudha Narayanan,book,bharata1000,festivals-and-living-tradition,,
b1000:446,Tiruppavai of Andal,D. Ramaswamy Ayyangar,book,bharata1000,festivals-and-living-tradition,,
b1000:447,Tiruvachakam,G. U. Pope,book,bharata1000,festivals-and-living-tradition,,
b1000:448,Songs of the Saints of India,John Stratton Hawley & Mark Juergensmeyer,book,bharata1000,festivals-and-living-tradition,,
b1000:449,The Lord of the Meeting Rivers (Basavanna),A. K. Ramanujan (Speaking of Siva),book,bharata1000,festivals-and-living-tradition,,
b1000:450,Speaking of Siva,A. K. Ramanujan,book,bharata1000,festivals-and-living-tradition,,
b1000:451,The Vacanas of Mahadeviyakka,A. K. Ramanujan,book,bharata1000,festivals-and-living-tradition,,
b1000:452,Allama Prabhu and the Lingayat Tradition,Linda Hess (selections),book,bharata1000,festivals-and-living-tradition,,
b1000:453,"Lord as Lover, Lord as Master",Vasudha Narayanan,book,bharata1000,festivals-and-living-tradition,,
b1000:454,Singing the Body of God,Steven P. Hopkins (Vedantadesika),book,bharata1000,festivals-and-living-tradition,,
b1000:455,An Ornament for Jewels,Steven P. Hopkins,book,bharata1000,festivals-and-living-tradition,,
b1000:456,Hymns of the Tamil Saiva Saints,F. Kingsbury & G. E. Phillips,book,bharata1000,festivals-and-living-tradition,,
b1000:457,The Tevaram,V. M. Subramanya Aiyar (selections),book,bharata1000,festivals-and-living-tradition,,
b1000:458,Poems to Siva,Indira Peterson,book,bharata1000,festivals-and-living-tradition,,
b1000:459,Tamil Temple Myths,David Dean Shulman,book,bharata1000,festivals-and-living-tradition,,
b1000:460,The Hungry God,David Dean Shulman,book,bharata1000,festivals-and-living-tradition,,
b1000:461,The King and the Clown in South Indian Myth and Poetry,David Dean Shulman,book,bharata1000,festivals-and-living-tradition,,
b1000:462,More than Real: A History of the Imagination in South India,David Dean Shulman,book,bharata1000,festivals-and-living-tradition,,
b1000:463,The Bijak of Kabir,Linda Hess & Shukdev Singh,book,bharata1000,festivals-and-living-tradition,,
b1000:464,Kabir: The Weaver's Songs,Vinay Dharwadker,book,bharata1000,festivals-and-living-tradition,,
b1000:465,Songs of Kabir,Rabindranath Tagore,book,bharata1000,festivals-and-living-tradition,,
b1000:466,Kabir Granthavali,Charlotte Vaudeville (selections),book,bharata1000,festivals-and-living-tradition,,
b1000:467,A Weaver Named Kabir,Charlotte Vaudeville,book,bharata1000,festivals-and-living-tradition,,
b1000:468,Bodies of Song,Linda Hess,book,bharata1000,festivals-and-living-tradition,,
b1000:469,"Three Bhakti Voices: Mirabai, Surdas, Kabir",John Stratton Hawley,book,bharata1000,festivals-and-living-tradition,,
b1000:470,Surdas: Sur's Ocean,John Stratton Hawley & Kenneth Bryant,book,bharata1000,festivals-and-living-tradition,,
b1000:471,"Krishna, the Butter Thief",John Stratton Hawley,book,bharata1000,festivals-and-living-tradition,,
b1000:472,At Play with Krishna,John Stratton Hawley,book,bharata1000,festivals-and-living-tradition,,
b1000:473,The Memory of Love (Surdas),John Stratton Hawley,book,bharata1000,festivals-and-living-tradition,,
b1000:474,A Storm of Songs,John Stratton Hawley,book,bharata1000,festivals-and-living-tradition,,
b1000:475,The Bhakti Movement: Renaissance or Revivalism?,John Stratton Hawley,book,bharata1000,festivals-and-living-tradition,,
b1000:476,Mirabai: Ecstatic Poems,Andrew Schelling,book,bharata1000,festivals-and-living-tradition,,
b1000:477,For Love of the Dark One: Songs of Mirabai,Andrew Schelling,book,bharata1000,festivals-and-living-tradition,,
b1000:478,Songs of Mirabai,Robert Bly & Jane Hirshfield,book,bharata1000,festivals-and-living-tradition,,
b1000:479,Tulsidas: Ramcharitmanas,Philip Lutgendorf,book,bharata1000,festivals-and-living-tradition,,
b1000:480,The Life of a Text: Performing the Ramcaritmanas of Tulsidas,Philip Lutgendorf,book,bharata1000,festivals-and-living-tradition,,
b1000:481,Tulsidas's Hanuman Chalisa,Philip Lutgendorf,book,bharata1000,festivals-and-living-tradition,,
b1000:482,Hanuman's Tale,Philip Lutgendorf,book,bharata1000,festivals-and-living-tradition,,
b1000:483,Bhajan: The Songs of Praise,Sumati Mutatkar,book,bharata1000,festivals-and-living-tradition,,
b1000:484,The Lord's Song: Songs of Tukaram,Dilip Chitre (Says Tuka),book,bharata1000,festivals-and-living-tradition,,
b1000:485,The Sant Tradition,Charlotte Vaudeville,book,bharata1000,festivals-and-living-tradition,,
b1000:486,Songs of the Saints of Maharashtra,Justin Abbott & N. R. Godbole,book,bharata1000,festivals-and-living-tradition,,
b1000:487,Bhakti Poetry of Medieval India,Neeti M. Sadarangani,book,bharata1000,festivals-and-living-tradition,,
b1000:488,Pathway to God in Hindi,Justin E. Abbott (Eknath),book,bharata1000,festivals-and-living-tradition,,
b1000:489,Eknathi Bhagavata,Justin E. Abbott,book,bharata1000,festivals-and-living-tradition,,
b1000:490,Sant Namdev,Sant Namdev (Justin Abbott trans.),book,bharata1000,festivals-and-living-tradition,,
b1000:491,The Bhakti Sect of Vallabhacharya,Richard Barz,book,bharata1000,festivals-and-living-tradition,,
b1000:492,The Devotional Poems of Mirabai,A. J. Alston,book,bharata1000,festivals-and-living-tradition,,
b1000:493,Sufism and Bhakti,Yoginder Sikand (compilation),book,bharata1000,festivals-and-living-tradition,,
b1000:494,Bhakti and Power,"David L. Haberman, Jack Hawley (eds.)",book,bharata1000,festivals-and-living-tradition,,
b1000:495,Bhakti Religion in North India,David Lorenzen (ed.),book,bharata1000,festivals-and-living-tradition,,
b1000:496,Sri Caitanya-Caritamrta of Krishnadasa Kaviraja,Edward C. Dimock & Tony K. Stewart,book,bharata1000,festivals-and-living-tradition,,
b1000:497,The Caitanya Vaisnava Vedanta of Jiva Gosvami,Ravi M. Gupta,book,bharata1000,festivals-and-living-tradition,,
b1000:498,Acting as a Way of Salvation,David L. Haberman,book,bharata1000,festivals-and-living-tradition,,
b1000:499,Journey through the Twelve Forests,David L. Haberman,book,bharata1000,festivals-and-living-tradition,,
b1000:500,River of Love in an Age of Pollution,David L. Haberman,book,bharata1000,festivals-and-living-tradition,,
b1000:501,The Place of the Hidden Moon,Edward C. Dimock,book,bharata1000,festivals-and-living-tradition,,
b1000:502,The Sound of Two Hands Clapping,Anne Klein (Vajrayana adjacent),book,bharata1000,festivals-and-living-tradition,,
b1000:503,The Final Word: The Caitanya Caritamrta and the Grammar of Religious Tradition,Tony K. Stewart,book,bharata1000,festivals-and-living-tradition,,
b1000:504,The Final Order: The Bhaktirasamrtasindhu,David L. Haberman,book,bharata1000,festivals-and-living-tradition,,
b1000:505,Bhaktirasamrtasindhu of Rupa Gosvami,David Haberman,book,bharata1000,festivals-and-living-tradition,,
b1000:506,Sri Krsna-Caitanya,Susmita Pande,book,bharata1000,festivals-and-living-tradition,,
b1000:507,Lord Chaitanya and the Hare Krishna Movement,Steven J. Rosen,book,bharata1000,festivals-and-living-tradition,,
b1000:508,Chaitanya: His Life and Teachings,Sisir Kumar Ghose,book,bharata1000,festivals-and-living-tradition,,
b1000:509,The Devotional Poetry of Vidyapati,Deben Bhattacharya,book,bharata1000,festivals-and-living-tradition,,
b1000:510,Songs of Vidyapati,Subhadra Jha,book,bharata1000,festivals-and-living-tradition,,
b1000:511,The Devi Mahatmya,Devadatta Kali (In Praise of the Goddess),book,bharata1000,festivals-and-living-tradition,puranas-and-itihasa,
b1000:512,The Triumph of the Goddess,C. Mackenzie Brown,book,bharata1000,festivals-and-living-tradition,puranas-and-itihasa,
b1000:513,The Devi Gita,C. Mackenzie Brown (Song of the Goddess),book,bharata1000,festivals-and-living-tradition,puranas-and-itihasa,
b1000:514,"Rama, Krishna, Shiva: A Comparative Mythology",C. Mackenzie Brown,book,bharata1000,festivals-and-living-tradition,puranas-and-itihasa,
b1000:515,Goddesses Who Rule,Elisabeth Benard & Beverly Moon (eds.),book,bharata1000,festivals-and-living-tradition,puranas-and-itihasa,
b1000:516,The Divine Consort,John Stratton Hawley & Donna Wulff (eds.),book,bharata1000,festivals-and-living-tradition,puranas-and-itihasa,
b1000:517,Devi: Goddesses of India,John Stratton Hawley & Donna Wulff (eds.),book,bharata1000,festivals-and-living-tradition,puranas-and-itihasa,
b1000:518,The Daughters of Kali,Rachel Fell McDermott,book,bharata1000,festivals-and-living-tradition,puranas-and-itihasa,
b1000:519,"Mother of My Heart, Daughter of My Dreams",Rachel Fell McDermott,book,bharata1000,festivals-and-living-tradition,puranas-and-itihasa,
b1000:520,Singing to the Goddess,Rachel Fell McDermott,book,bharata1000,festivals-and-living-tradition,puranas-and-itihasa,
b1000:521,Encountering Kali,Rachel Fell McDermott & Jeffrey Kripal (eds.),book,bharata1000,festivals-and-living-tradition,puranas-and-itihasa,
b1000:522,Kali: The Black Goddess of Dakshineswar,Elizabeth Usha Harding,book,bharata1000,festivals-and-living-tradition,puranas-and-itihasa,
b1000:523,Kali's Child,Jeffrey Kripal (controversial; included for engagement),book,bharata1000,festivals-and-living-tradition,puranas-and-itihasa,
b1000:524,The Sword and the Flute,David Kinsley,book,bharata1000,festivals-and-living-tradition,puranas-and-itihasa,
b1000:525,Hindu Goddesses,David Kinsley,book,bharata1000,festivals-and-living-tradition,puranas-and-itihasa,
b1000:526,Tantric Visions of the Divine Feminine,David Kinsley,book,bharata1000,festivals-and-living-tradition,puranas-and-itihasa,
b1000:527,The Ten Mahavidyas,David Kinsley,book,bharata1000,festivals-and-living-tradition,puranas-and-itihasa,
b1000:528,Goddesses and Women in the Indic Religious Tradition,Arvind Sharma (ed.),book,bharata1000,festivals-and-living-tradition,puranas-and-itihasa,
b1000:529,The Goddess and the Devotee,June McDaniel,book,bharata1000,festivals-and-living-tradition,puranas-and-itihasa,
b1000:530,"Offering Flowers, Feeding Skulls",June McDaniel,book,bharata1000,festivals-and-living-tradition,puranas-and-itihasa,
b1000:531,The Madness of the Saints,June McDaniel,book,bharata1000,festivals-and-living-tradition,puranas-and-itihasa,
b1000:532,The Lalita Sahasranama,R. Ananthakrishna Sastri,book,bharata1000,festivals-and-living-tradition,puranas-and-itihasa,
b1000:533,Saundarya Lahari,Pandit S. Subrahmanya Sastri,book,bharata1000,festivals-and-living-tradition,puranas-and-itihasa,
b1000:534,Soundarya Lahari,Swami Tapasyananda,book,bharata1000,festivals-and-living-tradition,puranas-and-itihasa,
b1000:535,Lalita Trishati,N. Krishnaswami Iyer,book,bharata1000,festivals-and-living-tradition,puranas-and-itihasa,
b1000:536,The Mantra Mahodadhi of Mahidhara,Ram Kumar Rai,book,bharata1000,festivals-and-living-tradition,puranas-and-itihasa,
b1000:537,Sakti and Sakta,John Woodroffe (separate from earlier listing - full vol.),book,bharata1000,festivals-and-living-tradition,puranas-and-itihasa,
b1000:538,Tirumantiram of Tirumular,B. Natarajan,book,bharata1000,festivals-and-living-tradition,,
b1000:539,The Periya Puranam,G. Vanmikanathan,book,bharata1000,festivals-and-living-tradition,,
b1000:540,Manikkavachakar's Tiruvachakam,G. U. Pope,book,bharata1000,festivals-and-living-tradition,,
b1000:541,The Saiva Siddhanta,Mariasusai Dhavamony (full),book,bharata1000,festivals-and-living-tradition,,
b1000:542,Pasupata Sutras with Kaundinya's Commentary,Haripada Chakraborti,book,bharata1000,festivals-and-living-tradition,,
b1000:543,The Pasupatas,Daniel Ingalls (essay collection inclusion),book,bharata1000,festivals-and-living-tradition,,
b1000:544,Pasupata Saivism,Minoru Hara,book,bharata1000,festivals-and-living-tradition,,
b1000:545,Saivism in the Diaspora,Ron Geaves,book,bharata1000,festivals-and-living-tradition,,
b1000:546,The Religion of Manikkavacakar,Glenn Yocum,book,bharata1000,festivals-and-living-tradition,,
b1000:547,Hymn-Songs of Manikkavacakar,Glenn Yocum,book,bharata1000,festivals-and-living-tradition,,
b1000:548,The Tantric Age,Alexis Sanderson (selected essays),book,bharata1000,festivals-and-living-tradition,,
b1000:549,The Saiva Religions among the Khmers,Alexis Sanderson (essay collection),book,bharata1000,festivals-and-living-tradition,,
b1000:550,The Lakulisa-Pasupata Movement,D. R. Bhandarkar,book,bharata1000,festivals-and-living-tradition,,
b1000:551,Aghori,Robert E. Svoboda (autobiographical Aghora trilogy),book,bharata1000,festivals-and-living-tradition,,
b1000:552,Aghora II: Kundalini,Robert E. Svoboda,book,bharata1000,festivals-and-living-tradition,,
b1000:553,Aghora III: The Law of Karma,Robert E. Svoboda,book,bharata1000,festivals-and-living-tradition,,
b1000:554,The Doctrine of the Mahesvara,A. M. Pathak,book,bharata1000,festivals-and-living-tradition,,
b1000:555,Indian Philosophy: A Critical Survey,Chandradhar Sharma,book,bharata1000,darshanas-and-philosophy,,
b1000:556,A Critical Survey of Indian Philosophy,Chandradhar Sharma,book,bharata1000,darshanas-and-philosophy,,
b1000:557,A History of Indian Philosophy,Surendranath Dasgupta (5 vols),book,bharata1000,darshanas-and-philosophy,,
b1000:558,Indian Philosophy,S. Radhakrishnan (2 vols),book,bharata1000,darshanas-and-philosophy,,
b1000:559,Indian Philosophical Analysis,"Karl H. Potter (Encyclopedia, multi-vol)",book,bharata1000,darshanas-and-philosophy,,
b1000:560,Encyclopedia of Indian Philosophies,"Karl H. Potter (ed., series)",book,bharata1000,darshanas-and-philosophy,,
b1000:561,The Philosophy of the Upanishads,Paul Deussen,book,bharata1000,darshanas-and-philosophy,,
b1000:562,The System of the Vedanta,Paul Deussen,book,bharata1000,darshanas-and-philosophy,,
b1000:563,Philosophy of Hindu Sadhana,Nalini Kanta Brahma,book,bharata1000,darshanas-and-philosophy,,
b1000:564,The Conception of Rights in Ancient India,Adi Doctor,book,bharata1000,darshanas-and-philosophy,,
b1000:565,Indian Philosophy: An Introduction to Hindu and Buddhist Thought,Richard King,book,bharata1000,darshanas-and-philosophy,,
b1000:566,Early Advaita Vedanta and Buddhism,Richard King,book,bharata1000,darshanas-and-philosophy,,
b1000:567,Classical Indian Philosophy of Mind,Stephen Phillips,book,bharata1000,darshanas-and-philosophy,,
b1000:568,The Routledge Companion to Indian Philosophy,Brian Black & Chakravarthi Ram-Prasad,book,bharata1000,darshanas-and-philosophy,,
b1000:569,Indian Philosophy: A New Approach,A. P. Mishra,book,bharata1000,darshanas-and-philosophy,,
b1000:570,Six Systems of Hindu Philosophy,Max Müller,book,bharata1000,darshanas-and-philosophy,,
b1000:571,The Six Systems of Indian Philosophy,Surendranath Dasgupta,book,bharata1000,darshanas-and-philosophy,,
b1000:572,Studies in the History of Indian Philosophy,Debiprasad Chattopadhyaya (3 vols),book,bharata1000,darshanas-and-philosophy,,
b1000:573,Lokayata: A Study in Ancient Indian Materialism,Debiprasad Chattopadhyaya,book,bharata1000,darshanas-and-philosophy,,
b1000:574,What is Living and What is Dead in Indian Philosophy,Debiprasad Chattopadhyaya,book,bharata1000,darshanas-and-philosophy,,
b1000:575,Indian Realism,Jadunath Sinha,book,bharata1000,darshanas-and-philosophy,,
b1000:576,Indian Psychology: Perception,Jadunath Sinha,book,bharata1000,darshanas-and-philosophy,,
b1000:577,Indian Theories of Knowledge,Jadunath Sinha,book,bharata1000,darshanas-and-philosophy,,
b1000:578,The Doctrine of the Self in Indian Thought,Sangam Lal Pandey,book,bharata1000,darshanas-and-philosophy,,
b1000:579,The Life Divine,Sri Aurobindo,book,bharata1000,civilizational-consciousness,,civilizational-consciousness
b1000:580,The Synthesis of Yoga,Sri Aurobindo,book,bharata1000,civilizational-consciousness,,civilizational-consciousness
b1000:581,The Human Cycle,Sri Aurobindo,book,bharata1000,civilizational-consciousness,,civilizational-consciousness
b1000:582,The Ideal of Human Unity,Sri Aurobindo,book,bharata1000,civilizational-consciousness,,civilizational-consciousness
b1000:583,The Foundations of Indian Culture,Sri Aurobindo,book,bharata1000,civilizational-consciousness,,civilizational-consciousness
b1000:584,Savitri: A Legend and a Symbol,Sri Aurobindo,book,bharata1000,civilizational-consciousness,,civilizational-consciousness
b1000:585,The Future Poetry,Sri Aurobindo,book,bharata1000,civilizational-consciousness,,civilizational-consciousness
b1000:586,The Renaissance in India,Sri Aurobindo,book,bharata1000,civilizational-consciousness,,civilizational-consciousness
b1000:587,Letters on Yoga,Sri Aurobindo (4 vols),book,bharata1000,civilizational-consciousness,,civilizational-consciousness
b1000:588,India's Rebirth,Sri Aurobindo,book,bharata1000,civilizational-consciousness,,civilizational-consciousness
b1000:589,The Mother,Sri Aurobindo,book,bharata1000,civilizational-consciousness,,civilizational-consciousness
b1000:590,The Mother's Agenda,The Mother (Mirra Alfassa),book,bharata1000,civilizational-consciousness,,civilizational-consciousness
b1000:591,Sri Aurobindo: A Biography and a History,K. R. Srinivasa Iyengar,book,bharata1000,civilizational-consciousness,,civilizational-consciousness
b1000:592,Sri Aurobindo or the Adventure of Consciousness,Satprem,book,bharata1000,civilizational-consciousness,,civilizational-consciousness
b1000:593,The Adventure of the Supramental,Satprem,book,bharata1000,civilizational-consciousness,,civilizational-consciousness
b1000:594,The Mind of Light,Sri Aurobindo,book,bharata1000,civilizational-consciousness,,civilizational-consciousness
b1000:595,The Complete Works of Swami Vivekananda,9 vols,book,bharata1000,civilizational-consciousness,,svayambodha
b1000:596,The Gospel of Sri Ramakrishna,Mahendranath Gupta (M.) / Swami Nikhilananda,book,bharata1000,civilizational-consciousness,,svayambodha
b1000:597,Sri Ramakrishna: The Great Master,Swami Saradananda,book,bharata1000,civilizational-consciousness,,svayambodha
b1000:598,Sri Ramakrishna and His Divine Play,Swami Chetanananda,book,bharata1000,civilizational-consciousness,,svayambodha
b1000:599,Ramakrishna and His Disciples,Christopher Isherwood,book,bharata1000,civilizational-consciousness,,svayambodha
b1000:600,The Life of Swami Vivekananda,His Eastern and Western Disciples (2 vols),book,bharata1000,civilizational-consciousness,,svayambodha
b1000:601,Vivekananda: A Biography,Swami Nikhilananda,book,bharata1000,civilizational-consciousness,,svayambodha
b1000:602,Swami Vivekananda,Sailendra Nath Dhar,book,bharata1000,civilizational-consciousness,,svayambodha
b1000:603,The Master as I Saw Him,Sister Nivedita,book,bharata1000,civilizational-consciousness,,svayambodha
b1000:604,The Web of Indian Life,Sister Nivedita,book,bharata1000,civilizational-consciousness,,svayambodha
b1000:605,Cradle Tales of Hinduism,Sister Nivedita,book,bharata1000,civilizational-consciousness,,svayambodha
b1000:606,Footfalls of Indian History,Sister Nivedita,book,bharata1000,civilizational-consciousness,,svayambodha
b1000:607,Hindu View of Life,S. Radhakrishnan,book,bharata1000,civilizational-consciousness,,svayambodha
b1000:608,The Hindu View of Christ,S. Radhakrishnan (in Eastern Religions and Western Thought),book,bharata1000,civilizational-consciousness,,svayambodha
b1000:609,Eastern Religions and Western Thought,S. Radhakrishnan,book,bharata1000,civilizational-consciousness,,svayambodha
b1000:610,The Idealist View of Life,S. Radhakrishnan,book,bharata1000,civilizational-consciousness,,svayambodha
b1000:611,Recovery of Faith,S. Radhakrishnan,book,bharata1000,civilizational-consciousness,,svayambodha
b1000:612,Religion and Society,S. Radhakrishnan,book,bharata1000,civilizational-consciousness,,svayambodha
b1000:613,Talks with Sri Ramana Maharshi,Munagala Venkataramiah,book,bharata1000,darshanas-and-philosophy,,
b1000:614,Be As You Are: The Teachings of Sri Ramana Maharshi,David Godman,book,bharata1000,darshanas-and-philosophy,,
b1000:615,Day by Day with Bhagavan,A. Devaraja Mudaliar,book,bharata1000,darshanas-and-philosophy,,
